HOUSEID,FSA,PT,YearBuilt,FloorArea,BldgType,Storeys,FoundationType,Pre_Date,Post_Date,Pre_TotalEnergy,Post_TotalEnergy,Pre_HeatEnergy,Post_HeatEnergy,Pre_Electricity,Post_Electricity,Pre_NaturalGas,Post_NaturalGas,Pre_Oil,Post_Oil,Pre_Propane,Post_Propane,Pre_Wood,Post_Wood,Pre_AirLeakage,Post_AirLeakage,Pre_RoofInsulation,Post_RoofInsulation,Pre_WallInsulation,Post_WallInsulation,Pre_FoundationInsulation,Post_FoundationInsulation,Pre_FloorInsulation,Post_FloorInsulation,Pre_WindowCode,Post_WindowCode,Pre_HeatFuel,Post_HeatFuel,Pre_HeatType,Post_HeatType,Pre_HeatAFUE,Post_HeatAFUE,Pre_HeatSeasonalCOP,Post_HeatSeasonalCOP,Pre_HPType,Post_HPType,Pre_HPCOP,Post_HPCOP,Wall_Insulation_Upgrade,Roof_Insulation_Upgrade,Foundation_Insulation_Upgrade,Floor_Insulation_Upgrade,Windows_Change,Air_Tightness_Upgrade,Heating_Change,Cooling_Change,HeatPump_Addition,Shallow_Retrofit,Medium_Retrofit,Deep_Retrofit,EnergySavingPct,HeatEnergySavingPct,FuelSwitch
5442332.0,C1E,PE,2014,123.7,Single Detached,One storey,,2024-09-01,2025-02-01,16472.88,16409.44,4416.59,4283.42,16472.8,16409.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9175,2.759,7.61,7.61,2.98,2.98,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Electric boiler,Electric boiler,0.0,0.0,0.0,0.0,Air,Air,2.95,2.95,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.03,False
5442307.0,C0A,PE,2022,567.1,Single Detached,One storey,B1,2024-09-01,2025-04-01,21621.98,20886.94,9304.32,8524.73,21621.8,20886.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7693,1.8192,5.11,5.11,3.06,3.06,3.85,3.85,3.33,3.33,,203214.0,Electricity,Electricity,Electric furnace,Electric furnace,100.0,100.0,0.0,0.0,Air,Air,3.45,3.45,False,False,False,False,False,False,False,False,False,True,False,False,0.03,0.08,False
5442324.0,C0B,PE,2014,192.2,Single Detached,One and a half,B1,2024-09-01,2025-08-01,22877.85,22905.88,10409.28,10451.69,22877.7,22905.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0407,3.9973,4.9,4.9,2.97,2.97,0.14,0.14,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.2,3.2,False,False,False,False,False,False,False,False,False,False,False,False,-0.0,-0.0,False
5442536.0,C1B,PE,1970,188.4,Single Detached,One storey,B1;B2,2024-09-01,2025-05-01,23710.55,20551.25,8588.65,6939.86,20557.0,19072.4,0.0,0.0,3005.94,1409.64,0.0,0.0,0.0,0.0,4.9082,4.6496,1.97,8.32,2.53,2.53,0.47,0.47,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,2.98,2.98,False,True,False,False,False,False,False,False,False,False,True,False,0.13,0.19,False
5442784.0,C1B,PE,1974,257.9,Single Detached,One storey,B1,2024-08-01,2025-01-01,47227.79,21803.67,35264.62,8797.71,11963.0,21803.5,0.0,0.0,33613.08,0.0,0.0,0.0,0.0,0.0,8.0174,3.4398,2.19,8.3,1.99,3.08,0.24,1.65,0.0,0.0,233214.0,233214.0,Oil,Electricity,Boiler  with flame retention head,Baseboard/Hydronic/Plenum(duct) htrs.,83.0,0.0,83.2,0.0,N/A {no Heat Pump},Air,0.0,3.13,True,True,True,False,False,True,True,True,True,False,False,True,0.54,0.75,True
5442786.0,C1B,PE,2023,175.9,Single Detached,One storey,,2024-08-01,2025-01-01,25044.92,25107.23,12803.35,12816.57,25044.7,25107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1568,4.3753,9.77,9.77,0.79,0.79,0.0,0.0,5.77,5.77,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.3,3.3,False,False,False,False,False,False,False,False,False,False,False,False,-0.0,-0.0,False
5442929.0,C0A,PE,1975,185.7,Single Detached,One storey,B1;B2,2024-09-01,2025-01-01,22911.21,18869.57,9809.38,6563.52,21673.6,18500.3,0.0,0.0,1179.12,351.9,0.0,0.0,0.0,0.0,5.3233,4.3742,3.54,7.13,2.26,2.26,0.23,1.98,0.0,0.0,200020.0,200020.0,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.28,3.28,False,True,True,False,False,True,False,False,False,False,True,False,0.18,0.33,False
5443073.0,C0A,PE,1998,78.3,Mobile Home,One storey,C1;F1,2024-09-01,2025-04-01,16281.52,16325.46,3639.22,3729.81,16281.4,16325.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5111,4.4736,5.02,5.02,2.98,2.98,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,2.998,2.998,False,False,False,False,False,True,False,False,False,False,False,False,-0.0,-0.02,False
5443086.0,C0B,PE,1970,233.7,Single Detached,Two storeys,B1;B2;B3;C1;F1,2024-09-01,2025-08-01,68443.1,30152.6,55374.75,12476.93,8184.3,20164.9,0.0,0.0,57436.2,9519.66,0.0,0.0,0.0,0.0,8.4408,5.5611,3.65,3.65,2.09,2.09,0.2,0.2,0.0,0.0,,,Oil,Oil,Heater w/ flame ret. head,Heater w/ flame ret. head,0.0,0.0,80.1,0.0,N/A {no Heat Pump},Air,0.0,3.54,False,False,False,False,False,True,False,True,True,False,False,True,0.56,0.77,False
5443160.0,C1B,PE,1977,181.2,Single Detached,One storey,B1;B2;B3,2024-09-01,2025-05-01,19696.66,17537.03,7766.17,5675.55,19588.9,17470.9,0.0,0.0,103.02,63.24,0.0,0.0,0.0,0.0,4.4214,3.9968,5.24,5.24,2.75,2.75,0.31,1.59,0.0,0.0,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.16,3.16,False,False,True,False,False,False,False,False,False,False,True,False,0.11,0.27,False
5443188.0,C1E,PE,1975,242.6,Single Detached,One storey,B1,2024-09-01,2025-01-01,27625.11,19818.21,6795.83,4820.68,14541.5,12598.6,0.0,0.0,12470.52,6880.92,0.0,0.0,0.0,0.0,7.6048,5.0337,9.99,9.99,3.16,3.16,0.13,2.05,0.0,0.0,,,Oil,Oil,Heater w/ flame ret. head,Heater w/ flame ret. head,0.0,0.0,0.0,0.0,Air,Air,3.56,3.56,False,False,True,False,False,True,False,False,False,False,True,False,0.28,0.29,False
5444010.0,C0B,PE,1944,165.9,Single Detached,Two storeys,B1;B2,2024-09-01,2025-01-01,23823.05,19585.96,11672.04,7368.48,23822.9,19585.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6547,4.7866,3.57,7.67,2.14,2.14,0.16,2.23,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.12,3.12,False,True,True,False,False,True,False,False,False,False,True,False,0.18,0.37,False
5444280.0,C1N,PE,1974,153.2,Single Detached,One storey,B1,2024-09-01,2025-06-01,20978.06,20576.41,7844.12,7521.17,19873.8,19577.4,0.0,0.0,1052.64,951.66,0.0,0.0,0.0,0.0,4.2777,3.3958,4.27,7.79,1.29,1.29,0.41,0.41,0.79,0.79,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.27,3.27,False,True,False,False,False,True,False,False,False,True,False,False,0.02,0.04,False
5444490.0,C1B,PE,1976,193.3,Single Detached,Split level,B1;C1;F1;P1,2024-09-01,2025-06-01,24663.59,22209.79,9538.1,8094.18,21444.0,20069.9,0.0,0.0,3068.16,2040.0,0.0,0.0,0.0,0.0,5.9709,5.8254,3.57,7.78,2.13,2.13,0.72,2.08,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,2.89,2.89,False,True,True,False,False,False,False,False,False,True,False,False,0.1,0.15,False
5444658.0,C1A,PE,1940,254.0,Detached Duplex,Two and a half,B1;B2;P1,2024-08-01,2025-01-01,66349.75,49057.7,44638.75,27614.94,9244.2,8976.0,0.0,0.0,54431.28,38204.1,0.0,0.0,0.0,0.0,8.1673,7.5115,4.86,4.86,3.03,3.03,0.77,2.34,4.14,4.14,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,80.0,79.0,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,0.26,0.38,False
5444543.0,C1N,PE,1980,216.6,Single Detached,One storey,B1;B2;C1;C2;F1,2024-09-01,2025-11-01,36131.21,29009.93,9958.41,8381.01,23274.4,21956.8,0.0,0.0,12254.28,6722.82,0.0,0.0,0.0,0.0,7.7648,4.9411,3.57,7.79,2.97,2.97,0.16,0.58,0.0,0.0,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,2.89,2.89,False,True,True,False,False,True,False,False,False,False,True,False,0.2,0.16,False
5444630.0,C0B,PE,1996,113.5,Single Detached,One storey,B1,2024-09-01,2025-08-01,19270.93,15957.99,6587.64,3625.36,18697.7,15856.5,0.0,0.0,0.0,0.0,0.0,0.0,416.67,0.0,5.4272,4.6275,6.73,6.73,3.07,3.07,0.08,2.08,0.0,0.0,,200222.0,Mixed Wood,Mixed Wood,Advanced airtight wood stove,Advanced airtight wood stove,0.0,0.0,0.0,0.0,Air,Air,2.89,2.89,False,False,True,False,False,True,False,True,False,False,True,False,0.17,0.45,False
5444924.0,C0B,PE,1996,208.0,Single Detached,One storey,B1;B2;P1;P2;P3;P4,2024-09-01,2025-01-01,23694.58,19891.88,11079.45,7392.48,23473.3,19821.0,0.0,0.0,211.14,67.32,0.0,0.0,0.0,0.0,4.8167,4.2727,3.71,8.12,2.08,2.08,0.38,2.1,3.29,3.29,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.11,3.11,False,True,True,False,False,True,False,False,False,False,True,False,0.16,0.33,False
5445448.0,C0A,PE,1940,360.2,Single Detached,Two and a half,B1;B2,2024-09-01,2025-08-01,88639.9,84611.87,14132.28,13912.89,25817.3,25590.5,0.0,0.0,56459.04,52836.0,3579.33,3579.33,0.0,0.0,6.3819,6.1892,0.32,0.32,1.42,1.42,0.12,0.41,4.96,4.96,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.82,3.82,False,False,True,False,False,False,False,False,False,True,False,False,0.05,0.02,False
5445639.0,C0B,PE,1911,245.1,Single Detached,One and a half,B1,2024-09-01,2025-05-01,38471.2,29320.15,9868.5,8007.87,17602.7,15755.4,0.0,0.0,0.0,0.0,20812.18,13527.99,0.0,0.0,6.982,6.8201,3.03,3.63,2.16,2.16,0.12,2.03,0.0,0.0,,,Propane,Propane,Condensing furnace,Condensing furnace,95.3,95.3,0.0,0.0,Air,Air,3.58,3.58,False,True,True,False,False,False,False,False,False,False,True,False,0.24,0.19,False
5445689.0,C0B,PE,1986,207.6,Single Detached,Split entry/Raised base.,B1;B2;P1;P2,2024-09-01,2025-07-01,20235.72,18471.31,7930.59,6067.72,20152.5,18413.7,0.0,0.0,79.56,55.08,0.0,0.0,0.0,0.0,3.2739,2.7957,3.6,8.21,3.61,3.61,0.85,2.4,3.81,3.81,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.4,3.4,False,True,True,False,False,True,False,False,False,True,False,False,0.09,0.23,False
5445757.0,C0B,PE,1965,120.6,Single Detached,One storey,B1;B2,2024-09-01,2025-04-01,29944.3,22528.1,12400.82,8925.71,24142.7,20837.9,0.0,0.0,0.0,0.0,0.0,0.0,5000.04,1250.01,4.8216,4.591,0.51,2.55,1.71,1.71,0.12,0.41,0.0,0.0,,,Hardwood,Hardwood,Advanced airtight wood stove,Advanced airtight wood stove,0.0,0.0,0.0,0.0,Air,Air,2.9,2.9,False,True,True,False,False,False,False,False,False,False,True,False,0.25,0.28,False
5446191.0,C0B,PE,1990,320.4,Single Detached,One storey,B1,2024-09-01,2025-03-01,28519.89,31762.37,15546.87,17432.08,27569.1,29390.9,0.0,0.0,0.0,0.0,0.0,0.0,833.34,2083.35,2.63,2.6698,8.79,8.79,3.0,3.0,0.38,0.38,0.0,0.0,,,Hardwood,Hardwood,Conventional boiler,Conventional boiler,0.0,0.0,0.0,0.0,Air,Air,3.28,3.28,False,False,False,False,False,False,False,False,False,False,False,False,-0.11,-0.12,False
5446731.0,C0B,PE,1910,176.9,Single Detached,One and a half,B1;B2,2024-09-01,2025-07-01,24674.86,23945.05,10399.81,10015.36,22301.7,21909.8,0.0,0.0,0.0,0.0,0.0,0.0,2500.02,2083.35,7.0014,6.8617,2.73,2.92,2.16,2.16,0.12,0.36,0.0,0.0,,,Mixed Wood,Mixed Wood,Advanced airtight wood stove,Advanced airtight wood stove,0.0,0.0,0.0,0.0,Air,Air,3.44,3.44,False,False,True,False,False,False,False,False,False,True,False,False,0.03,0.04,False
5447209.0,C1E,PE,1995,179.5,Single Detached,One storey,B1;B2;P1,2024-09-01,2025-07-01,20842.86,20436.25,8537.01,8094.56,20690.6,20292.8,0.0,0.0,144.84,136.68,0.0,0.0,0.0,0.0,2.9124,2.8899,4.89,8.13,3.0,3.0,0.2,0.2,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.11,3.11,False,True,False,False,False,False,False,False,False,True,False,False,0.02,0.05,False
5447199.0,C1B,PE,1982,188.7,Single Detached,One storey,B1;B2,2024-09-01,2025-04-01,38516.17,31404.72,23583.91,16621.11,7493.9,7385.0,0.0,0.0,29568.78,22894.92,0.0,0.0,0.0,0.0,4.6313,4.5735,6.66,6.66,2.93,2.93,0.33,1.99,0.0,0.0,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,80.2,79.9,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,0.18,0.3,False
5447204.0,C1E,PE,1975,223.7,Single Detached,Two storeys,B1;B2,2024-09-01,2025-01-01,31221.89,26361.13,7620.14,6792.8,19757.3,18935.5,0.0,0.0,10927.26,7077.78,0.0,0.0,0.0,0.0,5.9524,5.0776,6.29,6.29,2.15,2.15,0.34,1.23,0.0,0.0,200014.0,200014.0,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.19,3.19,False,False,True,False,False,True,False,False,False,False,True,False,0.16,0.11,False
5447267.0,C1A,PE,1948,121.6,Single Detached,One and a half,B1,2024-09-01,2025-05-01,18462.34,18728.29,6674.05,6914.78,18462.2,18728.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1786,9.206,3.0,3.0,2.69,2.69,0.96,0.96,0.0,0.0,201222.0,201222.0,Electricity,Electricity,Electric boiler,Electric boiler,0.0,0.0,0.0,0.0,Air,Air,4.51,4.51,False,False,False,False,False,False,False,False,False,False,False,False,-0.01,-0.04,False
5447298.0,C0B,PE,1930,135.5,Single Detached,One and a half,B1,2024-09-01,2025-05-01,21377.09,20726.39,9510.88,8833.02,21289.4,20635.9,0.0,0.0,83.64,85.68,0.0,0.0,0.0,0.0,8.643,8.3445,1.41,3.65,3.71,3.71,0.13,0.13,0.0,0.0,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.67,3.67,False,True,False,False,False,False,False,False,False,True,False,False,0.03,0.07,False
5447322.0,C0B,PE,1930,78.0,Single Detached,One and a half,C1;F1,2024-09-01,2025-03-01,20605.64,16540.13,8856.71,4555.43,20605.5,16540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0681,18.5323,2.22,2.94,2.14,2.14,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.71,3.71,False,True,False,False,False,True,False,False,False,False,True,False,0.2,0.49,False
5447590.0,C0B,PE,1970,132.8,Single Detached,One storey,C1;F1,2024-09-01,2025-07-01,24732.39,19550.49,13037.85,7527.87,24732.2,19550.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7874,9.4848,7.93,7.93,2.19,2.19,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,2.95,2.95,False,False,False,False,False,False,False,False,False,False,True,False,0.21,0.42,False
5447583.0,C1N,PE,1965,197.2,Single Detached,One and a half,B1;B2,2024-09-01,2025-10-01,31891.26,34207.83,9221.71,9555.49,21494.7,21784.7,0.0,0.0,9909.3,11841.18,0.0,0.0,0.0,0.0,12.1088,11.468,3.14,4.15,2.3,2.3,0.14,0.14,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.22,3.22,False,True,False,False,False,False,False,False,False,False,False,False,-0.07,-0.04,False
5447597.0,C1N,PE,1994,278.0,Single Detached,One storey,B1;C1;F1,2024-09-01,2025-04-01,29504.1,21502.64,8001.2,5795.1,20584.4,18532.1,0.0,0.0,8501.7,2831.52,0.0,0.0,0.0,0.0,4.3035,3.6506,3.61,8.28,3.63,3.63,0.14,1.09,0.61,0.61,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.54,3.54,False,True,True,False,False,True,False,False,False,False,True,False,0.27,0.28,False
5447631.0,C0A,PE,1970,82.0,Single Detached,One storey,C1;F1,2024-09-01,2025-04-01,22786.99,20974.81,8623.4,7519.87,20275.6,19195.3,0.0,0.0,0.0,0.0,0.0,0.0,2083.35,1666.68,13.7312,13.6745,2.34,7.7,2.16,2.16,0.0,0.0,0.0,0.0,,,Hardwood,Hardwood,Advanced airtight wood stove,Advanced airtight wood stove,0.0,0.0,0.0,0.0,Air,Air,2.89,2.89,False,True,False,False,False,False,False,False,False,True,False,False,0.08,0.13,False
5447721.0,C1B,PE,1975,243.2,Single Detached,One storey,B1;B2;B3,2024-09-01,2025-04-01,24129.58,17794.34,9839.58,5447.07,21832.7,17551.0,0.0,0.0,2188.92,231.54,0.0,0.0,0.0,0.0,2.7855,2.5327,2.4,8.57,3.3,3.3,0.17,2.02,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.26,3.26,False,True,True,False,False,False,False,False,False,False,True,False,0.26,0.45,False
5447712.0,C0B,PE,1880,163.1,Single Detached,One and a half,B1;B2,2024-09-01,2025-02-01,35807.29,27957.47,24044.19,16129.74,35807.0,27957.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2372,11.9136,3.44,5.27,3.84,3.84,0.12,0.41,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.01,3.01,False,True,True,False,False,True,False,False,False,False,True,False,0.22,0.33,False
5447584.0,C0B,PE,1968,161.1,Single Detached,One storey,B1,2024-09-01,2025-07-01,32737.68,30575.22,12389.49,11514.15,24330.5,23538.6,0.0,0.0,6302.58,4995.96,1790.02,1790.02,0.0,0.0,6.8819,6.7814,1.43,3.32,2.33,2.33,0.12,0.12,0.69,0.69,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,2.95,2.95,False,True,False,False,False,False,False,False,False,True,False,False,0.07,0.07,False
5448237.0,C0A,PE,1975,189.3,Single Detached,One storey,B1;B2,2024-09-01,2025-01-01,21166.42,18393.06,8041.43,5819.55,20344.4,18128.6,0.0,0.0,783.36,251.94,0.0,0.0,0.0,0.0,4.6555,3.8824,4.27,7.8,2.96,2.96,0.61,2.03,0.0,0.0,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.11,3.11,False,True,True,False,False,True,False,False,False,False,True,False,0.13,0.28,False
5448549.0,C0B,PE,1976,293.4,Single Detached,One storey,B1;B2,2024-09-01,2024-12-01,21747.98,20828.94,8044.29,7051.33,19936.6,19054.9,0.0,0.0,1726.86,1691.16,0.0,0.0,0.0,0.0,2.8661,2.1537,2.19,12.18,2.13,2.13,0.05,0.05,0.0,0.0,203214.0,203214.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,83.0,83.0,0.0,0.0,Air,Air,5.179,5.179,False,True,False,False,False,True,False,False,False,True,False,False,0.04,0.12,False
5465626.0,C1N,PE,1980,181.5,Single Detached,One storey,B1;P1,2024-09-01,2025-02-01,18182.31,18089.28,5961.88,5877.57,14104.4,14020.7,0.0,0.0,0.0,0.0,4066.55,4057.33,0.0,0.0,2.8803,2.7779,6.32,6.32,2.06,2.06,1.46,1.46,0.0,0.0,,,Propane,Propane,Condensing heater,Condensing heater,95.0,95.0,0.0,0.0,Air,Air,2.89,2.89,False,False,False,False,False,False,False,False,False,True,False,False,0.01,0.01,False
5449965.0,C1N,PE,1910,506.2,Single Detached,One and a half,B1;B2,2024-09-01,2025-01-01,38955.81,30378.38,18183.59,14238.03,30733.1,26828.3,0.0,0.0,7837.68,3383.34,0.0,0.0,0.0,0.0,4.2529,3.5306,3.53,4.83,3.02,3.02,0.15,2.16,3.67,3.67,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.57,3.57,False,True,True,False,False,True,False,False,False,False,True,False,0.22,0.22,False
5450151.0,C1N,PE,2005,219.9,Single Detached,One storey,B1;B2;B3,2024-09-01,2025-01-01,21690.01,17998.7,7904.12,5560.85,19906.6,17607.9,0.0,0.0,1699.32,372.3,0.0,0.0,0.0,0.0,3.0807,2.192,5.05,8.21,2.95,2.95,0.37,1.93,3.26,3.26,200024.0,200024.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.31,3.31,False,True,True,False,False,True,False,False,False,False,True,False,0.17,0.3,False
5450380.0,C0A,PE,1924,266.4,Single Detached,Two storeys,B1,2024-10-01,2025-07-01,49666.93,41499.3,15314.12,13940.97,27833.4,26432.1,0.0,0.0,20811.06,14361.6,0.0,0.0,0.0,0.0,8.4908,9.4361,1.62,1.62,1.8,1.8,0.04,2.02,0.0,0.0,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,83.0,83.0,0.0,0.0,Air,Air,3.26,3.26,False,False,True,False,False,False,False,True,False,False,True,False,0.16,0.09,False
5450978.0,C0A,PE,1990,220.3,Single Detached,One storey,B1;B2,2024-09-01,2025-01-01,27831.89,23767.44,10622.47,8840.1,22986.7,21161.9,0.0,0.0,4618.56,2483.7,0.0,0.0,0.0,0.0,3.3567,2.735,5.31,5.31,2.06,2.06,0.36,2.04,4.1,4.1,,,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,0.0,0.0,Air,Air,3.01,3.01,False,False,True,False,False,True,False,False,False,False,True,False,0.15,0.17,False
5481079.0,C0A,PE,2001,167.3,Single Detached,One storey,B1;P1,2024-09-01,2025-08-01,22384.12,21302.73,5078.15,4648.37,13372.5,13020.5,0.0,0.0,8589.42,7893.78,0.0,0.0,0.0,0.0,2.6463,2.5932,3.58,8.42,2.96,2.96,2.3,2.3,3.79,3.79,,,Oil,Oil,Heater w/ flame ret. head,Heater w/ flame ret. head,85.0,85.0,0.0,0.0,Air,Air,3.6,3.6,False,True,False,False,False,False,False,False,False,True,False,False,0.05,0.08,False
5450833.0,C1N,PE,1925,164.1,Single Detached,One and a half,B1;B2;B3,2024-09-01,2024-12-01,30057.91,26525.07,13049.47,11445.59,25128.8,23542.4,0.0,0.0,4698.12,2842.74,0.0,0.0,0.0,0.0,11.3872,10.6998,3.15,3.33,2.73,2.73,0.18,0.75,0.0,0.0,,,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,2.9,2.9,False,False,True,False,False,False,False,False,False,False,True,False,0.12,0.12,False
5451413.0,C1B,PE,1968,152.7,Single Detached,One storey,B1;B2;B3,2024-09-01,2025-03-01,19773.02,19667.85,7438.62,7335.48,19772.9,19667.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7107,5.5907,7.58,7.58,2.09,2.09,0.68,0.68,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,3.3,3.3,False,False,False,False,False,False,False,False,False,True,False,False,0.01,0.01,False
5451410.0,C1E,PE,2005,266.5,Single Detached,One storey,B1;B2;P1,2024-09-01,2025-04-01,24909.56,24733.31,8653.1,8525.4,16806.9,16684.5,0.0,0.0,6012.9,5960.88,1790.02,1790.02,0.0,0.0,2.0979,2.0523,5.49,5.49,2.97,2.97,1.15,1.15,0.0,0.0,,,Oil,Oil,Heater w/ flame ret. head,Heater w/ flame ret. head,83.0,83.0,0.0,0.0,Air,Air,3.3,3.3,False,False,False,False,False,False,False,False,False,True,False,False,0.01,0.01,False
5451399.0,C0B,PE,2002,75.4,Single Detached,One storey,C1;F1,2024-10-01,2025-04-01,18330.92,16147.35,6577.27,4118.34,18330.8,16147.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7161,9.026,3.36,3.36,2.99,2.99,0.0,0.0,0.0,0.0,,,Electricity,Electricity,Baseboard/Hydronic/Plenum(duct) htrs.,Baseboard/Hydronic/Plenum(duct) htrs.,0.0,0.0,0.0,0.0,Air,Air,2.99,2.99,False,False,False,False,False,False,False,False,False,False,True,False,0.12,0.37,False
5451562.0,C0A,PE,1918,292.0,Single Detached,Two storeys,B1;B2;B3,2024-09-01,2025-10-01,70527.04,68977.58,55254.5,53729.21,7987.6,7963.7,0.0,0.0,59609.82,58156.32,0.0,0.0,0.0,0.0,5.9528,5.796,0.82,0.82,3.48,3.48,0.33,0.33,0.0,0.0,234212.0,234212.0,Oil,Oil,Furnace with flame retention head,Furnace with flame retention head,0.0,0.0,80.5,80.4,N/A {no Heat Pump},N/A {no Heat Pump},0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,0.02,0.03,False
5451464.0,C1N,PE,1932,260.8,Detached Duplex,Two storeys,B1,2024-09-01,2025-02-01,39611.93,30300.05,10399.5,8527.46,25446.6,23594.9,0.0,0.0,13501.74,6391.32,0.0,0.0,0.0,0.0,4.3573,3.9573,3.89,3.89,1.98,1.98,0.13,2.08,0.0,0.0,234224.0,234224.0,Oil,Oil,Boiler  with flame retention head,Boiler  with flame retention head,0.0,0.0,0.0,0.0,Air,Air,2.67,2.67,False,False,True,False,False,False,False,False,False,False,True,False,0.24,0.18,False
