FSA,Bracket,Number
G6E,"$20,000 to $24,999",1010
G6E,"$25,000 to $29,999",760
G6E,"$30,000 to $34,999",670
G6E,"$35,000 to $39,999",770
G6E,"$40,000 to $44,999",790
G6E,"$45,000 to $49,999",750
G6E,"$50,000 to $54,999",600
G6E,"$55,000 to $59,999",550
G6E,"$60,000 to $69,999",800
G6E,"$70,000 to $79,999",600
G6E,"$80,000 to $89,999",460
G6E,"$90,000 to $99,999",240
G6E,"$100,000 to $149,999",410
G6E,"$150,000 to $249,999",140
G6E,"$250,000 and over",70
G6G,"Under $5,000",660
G6G,"$5,000 to $9,999",960
G6G,"$10,000 to $14,999",1520
G6G,"$15,000 to $19,999",1800
G6G,"$20,000 to $24,999",2160
G6G,"$25,000 to $29,999",1300
G6G,"$30,000 to $34,999",1170
G6G,"$35,000 to $39,999",1220
G6G,"$40,000 to $44,999",1030
G6G,"$45,000 to $49,999",990
G6G,"$50,000 to $54,999",760
G6G,"$55,000 to $59,999",750
G6G,"$60,000 to $69,999",890
G6G,"$70,000 to $79,999",600
G6G,"$80,000 to $89,999",390
G6G,"$90,000 to $99,999",210
G6G,"$100,000 to $149,999",430
G6G,"$150,000 to $249,999",140
G6G,"$250,000 and over",70
G6H,"Under $5,000",230
G6H,"$5,000 to $9,999",290
G6H,"$10,000 to $14,999",550
G6H,"$15,000 to $19,999",590
G6H,"$20,000 to $24,999",720
G6H,"$25,000 to $29,999",500
G6H,"$30,000 to $34,999",440
G6H,"$35,000 to $39,999",430
G6H,"$40,000 to $44,999",390
G6H,"$45,000 to $49,999",370
G6H,"$50,000 to $54,999",300
G6H,"$55,000 to $59,999",270
G6H,"$60,000 to $69,999",330
G6H,"$70,000 to $79,999",210
G6H,"$80,000 to $89,999",130
G6H,"$90,000 to $99,999",70
G6H,"$100,000 to $149,999",110
G6H,"$150,000 to $249,999",30
G6H,"$250,000 and over",10
G6J,"Under $5,000",370
G6J,"$5,000 to $9,999",370
G6J,"$10,000 to $14,999",470
G6J,"$15,000 to $19,999",500
G6J,"$20,000 to $24,999",510
G6J,"$25,000 to $29,999",430
G6J,"$30,000 to $34,999",470
G6J,"$35,000 to $39,999",530
G6J,"$40,000 to $44,999",590
G6J,"$45,000 to $49,999",590
G6J,"$50,000 to $54,999",480
G6J,"$55,000 to $59,999",440
G6J,"$60,000 to $69,999",730
G6J,"$70,000 to $79,999",550
G6J,"$80,000 to $89,999",430
G6J,"$90,000 to $99,999",300
G6J,"$100,000 to $149,999",500
G6J,"$150,000 to $249,999",100
G6J,"$250,000 and over",30
G6K,"Under $5,000",240
G6K,"$5,000 to $9,999",280
G6K,"$10,000 to $14,999",350
G6K,"$15,000 to $19,999",360
G6K,"$20,000 to $24,999",350
G6K,"$25,000 to $29,999",300
G6K,"$30,000 to $34,999",310
G6K,"$35,000 to $39,999",350
G6K,"$40,000 to $44,999",370
G6K,"$45,000 to $49,999",390
G6K,"$50,000 to $54,999",360
G6K,"$55,000 to $59,999",290
G6K,"$60,000 to $69,999",560
G6K,"$70,000 to $79,999",510
G6K,"$80,000 to $89,999",430
G6K,"$90,000 to $99,999",280
G6K,"$100,000 to $149,999",540
G6K,"$150,000 to $249,999",180
G6K,"$250,000 and over",60
G6L,"Under $5,000",520
G6L,"$5,000 to $9,999",710
G6L,"$10,000 to $14,999",1120
G6L,"$15,000 to $19,999",1340
G6L,"$20,000 to $24,999",1460
G6L,"$25,000 to $29,999",950
G6L,"$30,000 to $34,999",950
G6L,"$35,000 to $39,999",1000
G6L,"$40,000 to $44,999",940
G6L,"$45,000 to $49,999",790
G6L,"$50,000 to $54,999",610
G6L,"$55,000 to $59,999",510
G6L,"$60,000 to $69,999",650
G6L,"$70,000 to $79,999",450
G6L,"$80,000 to $89,999",280
G6L,"$90,000 to $99,999",160
G6L,"$100,000 to $149,999",240
G6L,"$150,000 to $249,999",80
G6L,"$250,000 and over",40
G6P,"Under $5,000",890
G6P,"$5,000 to $9,999",1330
G6P,"$10,000 to $14,999",2530
G6P,"$15,000 to $19,999",3050
G6P,"$20,000 to $24,999",3220
G6P,"$25,000 to $29,999",2050
G6P,"$30,000 to $34,999",1780
G6P,"$35,000 to $39,999",1710
G6P,"$40,000 to $44,999",1550
G6P,"$45,000 to $49,999",1330
G6P,"$50,000 to $54,999",1050
G6P,"$55,000 to $59,999",860
G6P,"$60,000 to $69,999",1170
G6P,"$70,000 to $79,999",840
G6P,"$80,000 to $89,999",530
G6P,"$90,000 to $99,999",290
G6P,"$100,000 to $149,999",500
G6P,"$150,000 to $249,999",220
G6P,"$250,000 and over",90
G6R,"Under $5,000",160
G6R,"$5,000 to $9,999",200
G6R,"$10,000 to $14,999",260
G6R,"$15,000 to $19,999",270
G6R,"$20,000 to $24,999",270
G6R,"$25,000 to $29,999",230
G6R,"$30,000 to $34,999",210
G6R,"$35,000 to $39,999",230
G6R,"$40,000 to $44,999",240
G6R,"$45,000 to $49,999",230
G6R,"$50,000 to $54,999",180
G6R,"$55,000 to $59,999",150
G6R,"$60,000 to $69,999",260
G6R,"$70,000 to $79,999",210
G6R,"$80,000 to $89,999",160
G6R,"$90,000 to $99,999",130
G6R,"$100,000 to $149,999",170
G6R,"$150,000 to $249,999",50
G6R,"$250,000 and over",10
G6S,"Under $5,000",160
G6S,"$5,000 to $9,999",210
G6S,"$10,000 to $14,999",310
G6S,"$15,000 to $19,999",340
G6S,"$20,000 to $24,999",420
G6S,"$25,000 to $29,999",310
G6S,"$30,000 to $34,999",300
G6S,"$35,000 to $39,999",290
G6S,"$40,000 to $44,999",300
G6S,"$45,000 to $49,999",260
G6S,"$50,000 to $54,999",190
G6S,"$55,000 to $59,999",220
G6S,"$60,000 to $69,999",280
G6S,"$70,000 to $79,999",190
G6S,"$80,000 to $89,999",170
G6S,"$90,000 to $99,999",100
G6S,"$100,000 to $149,999",170
G6S,"$150,000 to $249,999",60
G6S,"$250,000 and over",30
G6T,"Under $5,000",330
G6T,"$5,000 to $9,999",410
G6T,"$10,000 to $14,999",560
G6T,"$15,000 to $19,999",560
G6T,"$20,000 to $24,999",600
G6T,"$25,000 to $29,999",540
G6T,"$30,000 to $34,999",540
G6T,"$35,000 to $39,999",550
G6T,"$40,000 to $44,999",610
G6T,"$45,000 to $49,999",530
G6T,"$50,000 to $54,999",500
G6T,"$55,000 to $59,999",440
G6T,"$60,000 to $69,999",660
G6T,"$70,000 to $79,999",550
G6T,"$80,000 to $89,999",390
G6T,"$90,000 to $99,999",200
G6T,"$100,000 to $149,999",410
G6T,"$150,000 to $249,999",120
G6T,"$250,000 and over",50
G6V,"Under $5,000",970
G6V,"$5,000 to $9,999",1210
G6V,"$10,000 to $14,999",1890
G6V,"$15,000 to $19,999",2320
G6V,"$20,000 to $24,999",2750
G6V,"$25,000 to $29,999",1940
G6V,"$30,000 to $34,999",1820
G6V,"$35,000 to $39,999",1880
G6V,"$40,000 to $44,999",1820
G6V,"$45,000 to $49,999",1920
G6V,"$50,000 to $54,999",1440
G6V,"$55,000 to $59,999",1200
G6V,"$60,000 to $69,999",1810
G6V,"$70,000 to $79,999",1250
G6V,"$80,000 to $89,999",980
G6V,"$90,000 to $99,999",590
G6V,"$100,000 to $149,999",1020
G6V,"$150,000 to $249,999",380
G6V,"$250,000 and over",190
G6W,"Under $5,000",730
G6W,"$5,000 to $9,999",760
G6W,"$10,000 to $14,999",1220
G6W,"$15,000 to $19,999",1360
G6W,"$20,000 to $24,999",1580
G6W,"$25,000 to $29,999",1310
G6W,"$30,000 to $34,999",1230
G6W,"$35,000 to $39,999",1390
G6W,"$40,000 to $44,999",1330
G6W,"$45,000 to $49,999",1390
G6W,"$50,000 to $54,999",1140
G6W,"$55,000 to $59,999",980
G6W,"$60,000 to $69,999",1610
G6W,"$70,000 to $79,999",1200
G6W,"$80,000 to $89,999",1030
G6W,"$90,000 to $99,999",570
G6W,"$100,000 to $149,999",1110
G6W,"$150,000 to $249,999",360
G6W,"$250,000 and over",140
G6X,"Under $5,000",250
G6X,"$5,000 to $9,999",320
G6X,"$10,000 to $14,999",450
G6X,"$15,000 to $19,999",510
G6X,"$20,000 to $24,999",670
G6X,"$25,000 to $29,999",500
G6X,"$30,000 to $34,999",520
G6X,"$35,000 to $39,999",600
G6X,"$40,000 to $44,999",550
G6X,"$45,000 to $49,999",600
G6X,"$50,000 to $54,999",500
G6X,"$55,000 to $59,999",440
G6X,"$60,000 to $69,999",610
G6X,"$70,000 to $79,999",410
G6X,"$80,000 to $89,999",330
G6X,"$90,000 to $99,999",190
G6X,"$100,000 to $149,999",310
G6X,"$150,000 to $249,999",70
G6X,"$250,000 and over",30
G6Y,"Under $5,000",180
G6Y,"$5,000 to $9,999",210
G6Y,"$10,000 to $14,999",300
G6Y,"$15,000 to $19,999",260
G6Y,"$20,000 to $24,999",280
G6Y,"$25,000 to $29,999",240
G6Y,"$30,000 to $34,999",240
G6Y,"$35,000 to $39,999",240
G6Y,"$40,000 to $44,999",270
G6Y,"$45,000 to $49,999",300
G6Y,"$50,000 to $54,999",280
G6Y,"$55,000 to $59,999",260
G6Y,"$60,000 to $69,999",410
G6Y,"$70,000 to $79,999",350
G6Y,"$80,000 to $89,999",330
G6Y,"$90,000 to $99,999",200
G6Y,"$100,000 to $149,999",410
G6Y,"$150,000 to $249,999",150
G6Y,"$250,000 and over",70
G6Z,"Under $5,000",740
G6Z,"$5,000 to $9,999",740
G6Z,"$10,000 to $14,999",980
G6Z,"$15,000 to $19,999",1020
G6Z,"$20,000 to $24,999",1140
G6Z,"$25,000 to $29,999",950
G6Z,"$30,000 to $34,999",1010
G6Z,"$35,000 to $39,999",1120
G6Z,"$40,000 to $44,999",1140
G6Z,"$45,000 to $49,999",1320
G6Z,"$50,000 to $54,999",1070
G6Z,"$55,000 to $59,999",1020
G6Z,"$60,000 to $69,999",1640
G6Z,"$70,000 to $79,999",1430
G6Z,"$80,000 to $89,999",1150
G6Z,"$90,000 to $99,999",700
G6Z,"$100,000 to $149,999",1460
G6Z,"$150,000 to $249,999",400
G6Z,"$250,000 and over",150
G7A,"Under $5,000",780
G7A,"$5,000 to $9,999",790
G7A,"$10,000 to $14,999",970
G7A,"$15,000 to $19,999",1050
G7A,"$20,000 to $24,999",1050
G7A,"$25,000 to $29,999",900
G7A,"$30,000 to $34,999",890
G7A,"$35,000 to $39,999",970
G7A,"$40,000 to $44,999",1100
G7A,"$45,000 to $49,999",1200
G7A,"$50,000 to $54,999",990
G7A,"$55,000 to $59,999",920
G7A,"$60,000 to $69,999",1560
G7A,"$70,000 to $79,999",1330
G7A,"$80,000 to $89,999",1240
G7A,"$90,000 to $99,999",830
G7A,"$100,000 to $149,999",1710
G7A,"$150,000 to $249,999",600
G7A,"$250,000 and over",280
G7B,"Under $5,000",620
G7B,"$5,000 to $9,999",780
G7B,"$10,000 to $14,999",1140
G7B,"$15,000 to $19,999",1260
G7B,"$20,000 to $24,999",1380
G7B,"$25,000 to $29,999",990
G7B,"$30,000 to $34,999",1010
G7B,"$35,000 to $39,999",1000
G7B,"$40,000 to $44,999",970
G7B,"$45,000 to $49,999",910
G7B,"$50,000 to $54,999",700
G7B,"$55,000 to $59,999",590
G7B,"$60,000 to $69,999",950
G7B,"$70,000 to $79,999",690
G7B,"$80,000 to $89,999",530
G7B,"$90,000 to $99,999",350
G7B,"$100,000 to $149,999",730
G7B,"$150,000 to $249,999",170
G7B,"$250,000 and over",40
G7G,"Under $5,000",620
G7G,"$5,000 to $9,999",710
G7G,"$10,000 to $14,999",1040
G7G,"$15,000 to $19,999",1120
G7G,"$20,000 to $24,999",1210
G7G,"$25,000 to $29,999",960
G7G,"$30,000 to $34,999",810
G7G,"$35,000 to $39,999",900
G7G,"$40,000 to $44,999",910
G7G,"$45,000 to $49,999",880
G7G,"$50,000 to $54,999",670
G7G,"$55,000 to $59,999",630
G7G,"$60,000 to $69,999",870
G7G,"$70,000 to $79,999",630
G7G,"$80,000 to $89,999",500
G7G,"$90,000 to $99,999",310
G7G,"$100,000 to $149,999",700
G7G,"$150,000 to $249,999",190
G7G,"$250,000 and over",70
G7H,"Under $5,000",1240
G7H,"$5,000 to $9,999",1170
G7H,"$10,000 to $14,999",1790
G7H,"$15,000 to $19,999",2240
G7H,"$20,000 to $24,999",2420
G7H,"$25,000 to $29,999",1590
G7H,"$30,000 to $34,999",1390
G7H,"$35,000 to $39,999",1430
G7H,"$40,000 to $44,999",1390
G7H,"$45,000 to $49,999",1410
G7H,"$50,000 to $54,999",1090
G7H,"$55,000 to $59,999",920
G7H,"$60,000 to $69,999",1390
G7H,"$70,000 to $79,999",1090
G7H,"$80,000 to $89,999",860
G7H,"$90,000 to $99,999",560
G7H,"$100,000 to $149,999",1270
G7H,"$150,000 to $249,999",520
G7H,"$250,000 and over",290
G7J,"Under $5,000",470
G7J,"$5,000 to $9,999",750
G7J,"$10,000 to $14,999",990
G7J,"$15,000 to $19,999",1070
G7J,"$20,000 to $24,999",1030
G7J,"$25,000 to $29,999",810
G7J,"$30,000 to $34,999",800
G7J,"$35,000 to $39,999",770
G7J,"$40,000 to $44,999",740
G7J,"$45,000 to $49,999",680
G7J,"$50,000 to $54,999",560
G7J,"$55,000 to $59,999",500
G7J,"$60,000 to $69,999",760
G7J,"$70,000 to $79,999",550
G7J,"$80,000 to $89,999",430
G7J,"$90,000 to $99,999",280
G7J,"$100,000 to $149,999",580
G7J,"$150,000 to $249,999",210
G7J,"$250,000 and over",90
G7K,"Under $5,000",20
G7K,"$5,000 to $9,999",30
G7K,"$10,000 to $14,999",30
G7K,"$15,000 to $19,999",30
G7K,"$20,000 to $24,999",40
G7K,"$25,000 to $29,999",50
G7K,"$30,000 to $34,999",40
G7K,"$35,000 to $39,999",40
G7K,"$40,000 to $44,999",40
G7K,"$45,000 to $49,999",40
G7K,"$50,000 to $54,999",40
G7K,"$55,000 to $59,999",30
G7K,"$60,000 to $69,999",40
G7K,"$70,000 to $79,999",30
G7K,"$80,000 to $89,999",20
G7K,"$90,000 to $99,999",20
G7K,"$100,000 to $149,999",20
G7K,"$150,000 to $249,999",0
G7K,"$250,000 and over",0
G7N,"Under $5,000",230
G7N,"$5,000 to $9,999",180
G7N,"$10,000 to $14,999",290
G7N,"$15,000 to $19,999",340
G7N,"$20,000 to $24,999",330
G7N,"$25,000 to $29,999",280
G7N,"$30,000 to $34,999",280
G7N,"$35,000 to $39,999",300
G7N,"$40,000 to $44,999",300
G7N,"$45,000 to $49,999",300
G7N,"$50,000 to $54,999",290
G7N,"$55,000 to $59,999",250
G7N,"$60,000 to $69,999",380
G7N,"$70,000 to $79,999",340
G7N,"$80,000 to $89,999",270
G7N,"$90,000 to $99,999",160
G7N,"$100,000 to $149,999",440
G7N,"$150,000 to $249,999",100
G7N,"$250,000 and over",50
G7P,"Under $5,000",340
G7P,"$5,000 to $9,999",300
G7P,"$10,000 to $14,999",410
G7P,"$15,000 to $19,999",460
G7P,"$20,000 to $24,999",490
G7P,"$25,000 to $29,999",370
G7P,"$30,000 to $34,999",350
G7P,"$35,000 to $39,999",360
G7P,"$40,000 to $44,999",390
G7P,"$45,000 to $49,999",330
G7P,"$50,000 to $54,999",310
G7P,"$55,000 to $59,999",290
G7P,"$60,000 to $69,999",430
G7P,"$70,000 to $79,999",280
G7P,"$80,000 to $89,999",210
G7P,"$90,000 to $99,999",150
G7P,"$100,000 to $149,999",390
G7P,"$150,000 to $249,999",80
G7P,"$250,000 and over",30
G7S,"Under $5,000",640
G7S,"$5,000 to $9,999",710
G7S,"$10,000 to $14,999",970
G7S,"$15,000 to $19,999",1020
G7S,"$20,000 to $24,999",1210
G7S,"$25,000 to $29,999",950
G7S,"$30,000 to $34,999",940
G7S,"$35,000 to $39,999",960
G7S,"$40,000 to $44,999",1010
G7S,"$45,000 to $49,999",1080
G7S,"$50,000 to $54,999",960
G7S,"$55,000 to $59,999",840
G7S,"$60,000 to $69,999",1250
G7S,"$70,000 to $79,999",840
G7S,"$80,000 to $89,999",790
G7S,"$90,000 to $99,999",510
G7S,"$100,000 to $149,999",1070
G7S,"$150,000 to $249,999",320
G7S,"$250,000 and over",110
G7T,"Under $5,000",40
G7T,"$5,000 to $9,999",30
G7T,"$10,000 to $14,999",50
G7T,"$15,000 to $19,999",50
G7T,"$20,000 to $24,999",50
G7T,"$25,000 to $29,999",60
G7T,"$30,000 to $34,999",50
G7T,"$35,000 to $39,999",60
G7T,"$40,000 to $44,999",70
G7T,"$45,000 to $49,999",60
G7T,"$50,000 to $54,999",80
G7T,"$55,000 to $59,999",60
G7T,"$60,000 to $69,999",100
G7T,"$70,000 to $79,999",90
G7T,"$80,000 to $89,999",50
G7T,"$90,000 to $99,999",40
G7T,"$100,000 to $149,999",110
G7T,"$150,000 to $249,999",20
G7T,"$250,000 and over",0
G7X,"Under $5,000",970
G7X,"$5,000 to $9,999",1320
G7X,"$10,000 to $14,999",1930
G7X,"$15,000 to $19,999",2190
G7X,"$20,000 to $24,999",2170
G7X,"$25,000 to $29,999",1570
G7X,"$30,000 to $34,999",1370
G7X,"$35,000 to $39,999",1420
G7X,"$40,000 to $44,999",1330
G7X,"$45,000 to $49,999",1280
G7X,"$50,000 to $54,999",1030
G7X,"$55,000 to $59,999",880
G7X,"$60,000 to $69,999",1190
G7X,"$70,000 to $79,999",790
G7X,"$80,000 to $89,999",570
G7X,"$90,000 to $99,999",390
G7X,"$100,000 to $149,999",790
G7X,"$150,000 to $249,999",220
G7X,"$250,000 and over",80
G7Y,"Under $5,000",30
G7Y,"$5,000 to $9,999",20
G7Y,"$10,000 to $14,999",40
G7Y,"$15,000 to $19,999",50
G7Y,"$20,000 to $24,999",50
G7Y,"$25,000 to $29,999",30
G7Y,"$30,000 to $34,999",30
G7Y,"$35,000 to $39,999",30
G7Y,"$40,000 to $44,999",30
G7Y,"$45,000 to $49,999",40
G7Y,"$50,000 to $54,999",40
G7Y,"$55,000 to $59,999",40
G7Y,"$60,000 to $69,999",50
G7Y,"$70,000 to $79,999",20
G7Y,"$80,000 to $89,999",20
G7Y,"$90,000 to $99,999",20
G7Y,"$100,000 to $149,999",30
G7Y,"$150,000 to $249,999",10
G7Y,"$250,000 and over",0
G7Z,"Under $5,000",100
G7Z,"$5,000 to $9,999",100
G7Z,"$10,000 to $14,999",140
G7Z,"$15,000 to $19,999",150
G7Z,"$20,000 to $24,999",150
G7Z,"$25,000 to $29,999",120
G7Z,"$30,000 to $34,999",130
G7Z,"$35,000 to $39,999",140
G7Z,"$40,000 to $44,999",140
G7Z,"$45,000 to $49,999",150
G7Z,"$50,000 to $54,999",120
G7Z,"$55,000 to $59,999",110
G7Z,"$60,000 to $69,999",190
G7Z,"$70,000 to $79,999",130
G7Z,"$80,000 to $89,999",100
G7Z,"$90,000 to $99,999",70
G7Z,"$100,000 to $149,999",190
G7Z,"$150,000 to $249,999",40
G7Z,"$250,000 and over",20
G8A,"Under $5,000",230
G8A,"$5,000 to $9,999",260
G8A,"$10,000 to $14,999",390
G8A,"$15,000 to $19,999",460
G8A,"$20,000 to $24,999",470
G8A,"$25,000 to $29,999",360
G8A,"$30,000 to $34,999",340
G8A,"$35,000 to $39,999",320
G8A,"$40,000 to $44,999",310
G8A,"$45,000 to $49,999",310
G8A,"$50,000 to $54,999",250
G8A,"$55,000 to $59,999",230
G8A,"$60,000 to $69,999",290
G8A,"$70,000 to $79,999",230
G8A,"$80,000 to $89,999",160
G8A,"$90,000 to $99,999",110
G8A,"$100,000 to $149,999",250
G8A,"$150,000 to $249,999",50
G8A,"$250,000 and over",10
G8B,"Under $5,000",850
G8B,"$5,000 to $9,999",1090
G8B,"$10,000 to $14,999",1630
G8B,"$15,000 to $19,999",1760
G8B,"$20,000 to $24,999",1940
G8B,"$25,000 to $29,999",1340
G8B,"$30,000 to $34,999",1230
G8B,"$35,000 to $39,999",1240
G8B,"$40,000 to $44,999",1180
G8B,"$45,000 to $49,999",1120
G8B,"$50,000 to $54,999",910
G8B,"$55,000 to $59,999",750
G8B,"$60,000 to $69,999",950
G8B,"$70,000 to $79,999",700
G8B,"$80,000 to $89,999",600
G8B,"$90,000 to $99,999",390
G8B,"$100,000 to $149,999",790
G8B,"$150,000 to $249,999",200
G8B,"$250,000 and over",80
G8C,"Under $5,000",160
G8C,"$5,000 to $9,999",160
G8C,"$10,000 to $14,999",220
G8C,"$15,000 to $19,999",190
G8C,"$20,000 to $24,999",200
G8C,"$25,000 to $29,999",170
G8C,"$30,000 to $34,999",190
G8C,"$35,000 to $39,999",180
G8C,"$40,000 to $44,999",200
G8C,"$45,000 to $49,999",240
G8C,"$50,000 to $54,999",210
G8C,"$55,000 to $59,999",190
G8C,"$60,000 to $69,999",250
G8C,"$70,000 to $79,999",220
G8C,"$80,000 to $89,999",210
G8C,"$90,000 to $99,999",160
G8C,"$100,000 to $149,999",300
G8C,"$150,000 to $249,999",90
G8C,"$250,000 and over",20
G8E,"Under $5,000",180
G8E,"$5,000 to $9,999",150
G8E,"$10,000 to $14,999",250
G8E,"$15,000 to $19,999",280
G8E,"$20,000 to $24,999",250
G8E,"$25,000 to $29,999",220
G8E,"$30,000 to $34,999",210
G8E,"$35,000 to $39,999",210
G8E,"$40,000 to $44,999",190
G8E,"$45,000 to $49,999",200
G8E,"$50,000 to $54,999",160
G8E,"$55,000 to $59,999",140
G8E,"$60,000 to $69,999",200
G8E,"$70,000 to $79,999",120
G8E,"$80,000 to $89,999",120
G8E,"$90,000 to $99,999",80
G8E,"$100,000 to $149,999",170
G8E,"$150,000 to $249,999",40
G8E,"$250,000 and over",20
G8G,"Under $5,000",140
G8G,"$5,000 to $9,999",170
G8G,"$10,000 to $14,999",270
G8G,"$15,000 to $19,999",330
G8G,"$20,000 to $24,999",310
G8G,"$25,000 to $29,999",230
G8G,"$30,000 to $34,999",200
G8G,"$35,000 to $39,999",240
G8G,"$40,000 to $44,999",210
G8G,"$45,000 to $49,999",210
G8G,"$50,000 to $54,999",160
G8G,"$55,000 to $59,999",160
G8G,"$60,000 to $69,999",200
G8G,"$70,000 to $79,999",140
G8G,"$80,000 to $89,999",80
G8G,"$90,000 to $99,999",60
G8G,"$100,000 to $149,999",160
G8G,"$150,000 to $249,999",30
G8G,"$250,000 and over",10
G8H,"Under $5,000",420
G8H,"$5,000 to $9,999",500
G8H,"$10,000 to $14,999",720
G8H,"$15,000 to $19,999",800
G8H,"$20,000 to $24,999",890
G8H,"$25,000 to $29,999",610
G8H,"$30,000 to $34,999",580
G8H,"$35,000 to $39,999",600
G8H,"$40,000 to $44,999",480
G8H,"$45,000 to $49,999",500
G8H,"$50,000 to $54,999",390
G8H,"$55,000 to $59,999",310
G8H,"$60,000 to $69,999",460
G8H,"$70,000 to $79,999",370
G8H,"$80,000 to $89,999",240
G8H,"$90,000 to $99,999",150
G8H,"$100,000 to $149,999",260
G8H,"$150,000 to $249,999",90
G8H,"$250,000 and over",40
G8J,"Under $5,000",220
G8J,"$5,000 to $9,999",220
G8J,"$10,000 to $14,999",290
G8J,"$15,000 to $19,999",320
G8J,"$20,000 to $24,999",300
G8J,"$25,000 to $29,999",230
G8J,"$30,000 to $34,999",220
G8J,"$35,000 to $39,999",210
G8J,"$40,000 to $44,999",200
G8J,"$45,000 to $49,999",210
G8J,"$50,000 to $54,999",150
G8J,"$55,000 to $59,999",160
G8J,"$60,000 to $69,999",220
G8J,"$70,000 to $79,999",140
G8J,"$80,000 to $89,999",110
G8J,"$90,000 to $99,999",60
G8J,"$100,000 to $149,999",130
G8J,"$150,000 to $249,999",30
G8J,"$250,000 and over",20
G8K,"Under $5,000",490
G8K,"$5,000 to $9,999",480
G8K,"$10,000 to $14,999",700
G8K,"$15,000 to $19,999",820
G8K,"$20,000 to $24,999",870
G8K,"$25,000 to $29,999",520
G8K,"$30,000 to $34,999",550
G8K,"$35,000 to $39,999",520
G8K,"$40,000 to $44,999",480
G8K,"$45,000 to $49,999",500
G8K,"$50,000 to $54,999",390
G8K,"$55,000 to $59,999",350
G8K,"$60,000 to $69,999",530
G8K,"$70,000 to $79,999",430
G8K,"$80,000 to $89,999",350
G8K,"$90,000 to $99,999",190
G8K,"$100,000 to $149,999",310
G8K,"$150,000 to $249,999",80
G8K,"$250,000 and over",50
G8L,"Under $5,000",590
G8L,"$5,000 to $9,999",680
G8L,"$10,000 to $14,999",1130
G8L,"$15,000 to $19,999",1360
G8L,"$20,000 to $24,999",1400
G8L,"$25,000 to $29,999",850
G8L,"$30,000 to $34,999",750
G8L,"$35,000 to $39,999",800
G8L,"$40,000 to $44,999",660
G8L,"$45,000 to $49,999",640
G8L,"$50,000 to $54,999",540
G8L,"$55,000 to $59,999",420
G8L,"$60,000 to $69,999",690
G8L,"$70,000 to $79,999",510
G8L,"$80,000 to $89,999",410
G8L,"$90,000 to $99,999",220
G8L,"$100,000 to $149,999",390
G8L,"$150,000 to $249,999",130
G8L,"$250,000 and over",50
G8M,"Under $5,000",210
G8M,"$5,000 to $9,999",240
G8M,"$10,000 to $14,999",360
G8M,"$15,000 to $19,999",430
G8M,"$20,000 to $24,999",400
G8M,"$25,000 to $29,999",270
G8M,"$30,000 to $34,999",280
G8M,"$35,000 to $39,999",280
G8M,"$40,000 to $44,999",270
G8M,"$45,000 to $49,999",230
G8M,"$50,000 to $54,999",200
G8M,"$55,000 to $59,999",170
G8M,"$60,000 to $69,999",330
G8M,"$70,000 to $79,999",240
G8M,"$80,000 to $89,999",140
G8M,"$90,000 to $99,999",70
G8M,"$100,000 to $149,999",150
G8M,"$150,000 to $249,999",40
G8M,"$250,000 and over",20
G8N,"Under $5,000",90
G8N,"$5,000 to $9,999",120
G8N,"$10,000 to $14,999",170
G8N,"$15,000 to $19,999",220
G8N,"$20,000 to $24,999",190
G8N,"$25,000 to $29,999",130
G8N,"$30,000 to $34,999",140
G8N,"$35,000 to $39,999",140
G8N,"$40,000 to $44,999",110
G8N,"$45,000 to $49,999",140
