FSA,Bracket,Number
E9H,"$30,000 to $35,000",290
E9H,"$35,000 to $40,000",330
E9H,"$40,000 to $45,000",240
E9H,"$45,000 to $50,000",140
E9H,"$50,000 to $55,000",110
E9H,"$55,000 to $60,000",60
E9H,"$60,000 to $70,000",90
E9H,"$70,000 to $80,000",50
E9H,"$80,000 to $90,000",40
E9H,"$90,000 to $100,000",20
E9H,"$100,000 to $150,000",40
E9H,"$150,000 to $250,000",30
E9H,"over $250,000",0
G0A,"Under $5,000",2950
G0A,"$5,000  to $10,000",2230
G0A,"$10,000 to $15,000",3370
G0A,"$15,000 to $20,000",4820
G0A,"$20,000 to $25,000",5930
G0A,"$25,000 to $30,000",4260
G0A,"$30,000 to $35,000",3960
G0A,"$35,000 to $40,000",4370
G0A,"$40,000 to $45,000",4210
G0A,"$45,000 to $50,000",4320
G0A,"$50,000 to $55,000",3830
G0A,"$55,000 to $60,000",3360
G0A,"$60,000 to $70,000",5250
G0A,"$70,000 to $80,000",4120
G0A,"$80,000 to $90,000",3450
G0A,"$90,000 to $100,000",2530
G0A,"$100,000 to $150,000",4800
G0A,"$150,000 to $250,000",1430
G0A,"over $250,000",650
G0C,"Under $5,000",2540
G0C,"$5,000  to $10,000",1660
G0C,"$10,000 to $15,000",2810
G0C,"$15,000 to $20,000",4370
G0C,"$20,000 to $25,000",4360
G0C,"$25,000 to $30,000",2790
G0C,"$30,000 to $35,000",2960
G0C,"$35,000 to $40,000",3170
G0C,"$40,000 to $45,000",2710
G0C,"$45,000 to $50,000",2440
G0C,"$50,000 to $55,000",2010
G0C,"$55,000 to $60,000",1620
G0C,"$60,000 to $70,000",2240
G0C,"$70,000 to $80,000",1600
G0C,"$80,000 to $90,000",1240
G0C,"$90,000 to $100,000",790
G0C,"$100,000 to $150,000",1530
G0C,"$150,000 to $250,000",450
G0C,"over $250,000",230
G0E,"Under $5,000",190
G0E,"$5,000  to $10,000",170
G0E,"$10,000 to $15,000",350
G0E,"$15,000 to $20,000",470
G0E,"$20,000 to $25,000",490
G0E,"$25,000 to $30,000",300
G0E,"$30,000 to $35,000",360
G0E,"$35,000 to $40,000",290
G0E,"$40,000 to $45,000",270
G0E,"$45,000 to $50,000",240
G0E,"$50,000 to $55,000",200
G0E,"$55,000 to $60,000",160
G0E,"$60,000 to $70,000",220
G0E,"$70,000 to $80,000",120
G0E,"$80,000 to $90,000",80
G0E,"$90,000 to $100,000",80
G0E,"$100,000 to $150,000",130
G0E,"$150,000 to $250,000",40
G0E,"over $250,000",10
G0G,"Under $5,000",2150
G0G,"$5,000  to $10,000",610
G0G,"$10,000 to $15,000",680
G0G,"$15,000 to $20,000",860
G0G,"$20,000 to $25,000",820
G0G,"$25,000 to $30,000",590
G0G,"$30,000 to $35,000",680
G0G,"$35,000 to $40,000",710
G0G,"$40,000 to $45,000",700
G0G,"$45,000 to $50,000",630
G0G,"$50,000 to $55,000",570
G0G,"$55,000 to $60,000",500
G0G,"$60,000 to $70,000",780
G0G,"$70,000 to $80,000",590
G0G,"$80,000 to $90,000",450
G0G,"$90,000 to $100,000",410
G0G,"$100,000 to $150,000",1530
G0G,"$150,000 to $250,000",670
G0G,"over $250,000",60
G0H,"Under $5,000",1310
G0H,"$5,000  to $10,000",370
G0H,"$10,000 to $15,000",550
G0H,"$15,000 to $20,000",700
G0H,"$20,000 to $25,000",780
G0H,"$25,000 to $30,000",480
G0H,"$30,000 to $35,000",470
G0H,"$35,000 to $40,000",480
G0H,"$40,000 to $45,000",470
G0H,"$45,000 to $50,000",430
G0H,"$50,000 to $55,000",330
G0H,"$55,000 to $60,000",260
G0H,"$60,000 to $70,000",410
G0H,"$70,000 to $80,000",320
G0H,"$80,000 to $90,000",270
G0H,"$90,000 to $100,000",210
G0H,"$100,000 to $150,000",510
G0H,"$150,000 to $250,000",100
G0H,"over $250,000",20
G0J,"Under $5,000",1140
G0J,"$5,000  to $10,000",1030
G0J,"$10,000 to $15,000",2040
G0J,"$15,000 to $20,000",2870
G0J,"$20,000 to $25,000",2900
G0J,"$25,000 to $30,000",1790
G0J,"$30,000 to $35,000",1780
G0J,"$35,000 to $40,000",1740
G0J,"$40,000 to $45,000",1520
G0J,"$45,000 to $50,000",1430
G0J,"$50,000 to $55,000",1150
G0J,"$55,000 to $60,000",900
G0J,"$60,000 to $70,000",1370
G0J,"$70,000 to $80,000",920
G0J,"$80,000 to $90,000",660
G0J,"$90,000 to $100,000",400
G0J,"$100,000 to $150,000",710
G0J,"$150,000 to $250,000",170
G0J,"over $250,000",50
G0K,"Under $5,000",380
G0K,"$5,000  to $10,000",370
G0K,"$10,000 to $15,000",630
G0K,"$15,000 to $20,000",930
G0K,"$20,000 to $25,000",910
G0K,"$25,000 to $30,000",630
G0K,"$30,000 to $35,000",670
G0K,"$35,000 to $40,000",710
G0K,"$40,000 to $45,000",670
G0K,"$45,000 to $50,000",610
G0K,"$50,000 to $55,000",560
G0K,"$55,000 to $60,000",480
G0K,"$60,000 to $70,000",640
G0K,"$70,000 to $80,000",470
G0K,"$80,000 to $90,000",340
G0K,"$90,000 to $100,000",250
G0K,"$100,000 to $150,000",390
G0K,"$150,000 to $250,000",90
G0K,"over $250,000",30
G0L,"Under $5,000",1930
G0L,"$5,000  to $10,000",1950
G0L,"$10,000 to $15,000",3580
G0L,"$15,000 to $20,000",4950
G0L,"$20,000 to $25,000",5430
G0L,"$25,000 to $30,000",3690
G0L,"$30,000 to $35,000",3560
G0L,"$35,000 to $40,000",3660
G0L,"$40,000 to $45,000",3430
G0L,"$45,000 to $50,000",3280
G0L,"$50,000 to $55,000",2760
G0L,"$55,000 to $60,000",2240
G0L,"$60,000 to $70,000",3230
G0L,"$70,000 to $80,000",2150
G0L,"$80,000 to $90,000",1560
G0L,"$90,000 to $100,000",980
G0L,"$100,000 to $150,000",1800
G0L,"$150,000 to $250,000",490
G0L,"over $250,000",220
G0M,"Under $5,000",1140
G0M,"$5,000  to $10,000",1060
G0M,"$10,000 to $15,000",1870
G0M,"$15,000 to $20,000",2710
G0M,"$20,000 to $25,000",2930
G0M,"$25,000 to $30,000",2070
G0M,"$30,000 to $35,000",1950
G0M,"$35,000 to $40,000",1900
G0M,"$40,000 to $45,000",1900
G0M,"$45,000 to $50,000",1900
G0M,"$50,000 to $55,000",1600
G0M,"$55,000 to $60,000",1370
G0M,"$60,000 to $70,000",2000
G0M,"$70,000 to $80,000",1410
G0M,"$80,000 to $90,000",890
G0M,"$90,000 to $100,000",570
G0M,"$100,000 to $150,000",890
G0M,"$150,000 to $250,000",300
G0M,"over $250,000",140
G0N,"Under $5,000",710
G0N,"$5,000  to $10,000",620
G0N,"$10,000 to $15,000",1240
G0N,"$15,000 to $20,000",1580
G0N,"$20,000 to $25,000",1940
G0N,"$25,000 to $30,000",1210
G0N,"$30,000 to $35,000",1080
G0N,"$35,000 to $40,000",1130
G0N,"$40,000 to $45,000",1050
G0N,"$45,000 to $50,000",1100
G0N,"$50,000 to $55,000",880
G0N,"$55,000 to $60,000",740
G0N,"$60,000 to $70,000",1080
G0N,"$70,000 to $80,000",730
G0N,"$80,000 to $90,000",560
G0N,"$90,000 to $100,000",340
G0N,"$100,000 to $150,000",530
G0N,"$150,000 to $250,000",200
G0N,"over $250,000",110
G0P,"Under $5,000",240
G0P,"$5,000  to $10,000",240
G0P,"$10,000 to $15,000",390
G0P,"$15,000 to $20,000",570
G0P,"$20,000 to $25,000",550
G0P,"$25,000 to $30,000",420
G0P,"$30,000 to $35,000",390
G0P,"$35,000 to $40,000",370
G0P,"$40,000 to $45,000",370
G0P,"$45,000 to $50,000",380
G0P,"$50,000 to $55,000",310
G0P,"$55,000 to $60,000",230
G0P,"$60,000 to $70,000",360
G0P,"$70,000 to $80,000",210
G0P,"$80,000 to $90,000",170
G0P,"$90,000 to $100,000",130
G0P,"$100,000 to $150,000",210
G0P,"$150,000 to $250,000",60
G0P,"over $250,000",40
G0R,"Under $5,000",2630
G0R,"$5,000  to $10,000",2540
G0R,"$10,000 to $15,000",4550
G0R,"$15,000 to $20,000",6400
G0R,"$20,000 to $25,000",7680
G0R,"$25,000 to $30,000",5070
G0R,"$30,000 to $35,000",4630
G0R,"$35,000 to $40,000",4780
G0R,"$40,000 to $45,000",4570
G0R,"$45,000 to $50,000",4730
G0R,"$50,000 to $55,000",4000
G0R,"$55,000 to $60,000",3610
G0R,"$60,000 to $70,000",5170
G0R,"$70,000 to $80,000",3430
G0R,"$80,000 to $90,000",2380
G0R,"$90,000 to $100,000",1590
G0R,"$100,000 to $150,000",2550
G0R,"$150,000 to $250,000",740
G0R,"over $250,000",350
G0S,"Under $5,000",2060
G0S,"$5,000  to $10,000",2040
G0S,"$10,000 to $15,000",3360
G0S,"$15,000 to $20,000",4600
G0S,"$20,000 to $25,000",5290
G0S,"$25,000 to $30,000",3960
G0S,"$30,000 to $35,000",3770
G0S,"$35,000 to $40,000",4050
G0S,"$40,000 to $45,000",3940
G0S,"$45,000 to $50,000",3960
G0S,"$50,000 to $55,000",3340
G0S,"$55,000 to $60,000",2960
G0S,"$60,000 to $70,000",4640
G0S,"$70,000 to $80,000",3310
G0S,"$80,000 to $90,000",2390
G0S,"$90,000 to $100,000",1530
G0S,"$100,000 to $150,000",2410
G0S,"$150,000 to $250,000",730
G0S,"over $250,000",290
G0T,"Under $5,000",540
G0T,"$5,000  to $10,000",470
G0T,"$10,000 to $15,000",770
G0T,"$15,000 to $20,000",1090
G0T,"$20,000 to $25,000",1290
G0T,"$25,000 to $30,000",830
G0T,"$30,000 to $35,000",890
G0T,"$35,000 to $40,000",820
G0T,"$40,000 to $45,000",710
G0T,"$45,000 to $50,000",720
G0T,"$50,000 to $55,000",570
G0T,"$55,000 to $60,000",470
G0T,"$60,000 to $70,000",730
G0T,"$70,000 to $80,000",510
G0T,"$80,000 to $90,000",370
G0T,"$90,000 to $100,000",340
G0T,"$100,000 to $150,000",680
G0T,"$150,000 to $250,000",160
G0T,"over $250,000",30
G0V,"Under $5,000",690
G0V,"$5,000  to $10,000",590
G0V,"$10,000 to $15,000",870
G0V,"$15,000 to $20,000",1130
G0V,"$20,000 to $25,000",1280
G0V,"$25,000 to $30,000",1000
G0V,"$30,000 to $35,000",980
G0V,"$35,000 to $40,000",940
G0V,"$40,000 to $45,000",910
G0V,"$45,000 to $50,000",950
G0V,"$50,000 to $55,000",780
G0V,"$55,000 to $60,000",680
G0V,"$60,000 to $70,000",1150
G0V,"$70,000 to $80,000",870
G0V,"$80,000 to $90,000",700
G0V,"$90,000 to $100,000",430
G0V,"$100,000 to $150,000",1020
G0V,"$150,000 to $250,000",260
G0V,"over $250,000",80
G0W,"Under $5,000",4180
G0W,"$5,000  to $10,000",1370
G0W,"$10,000 to $15,000",2010
G0W,"$15,000 to $20,000",2440
G0W,"$20,000 to $25,000",2560
G0W,"$25,000 to $30,000",1700
G0W,"$30,000 to $35,000",1600
G0W,"$35,000 to $40,000",1600
G0W,"$40,000 to $45,000",1520
G0W,"$45,000 to $50,000",1440
G0W,"$50,000 to $55,000",1290
G0W,"$55,000 to $60,000",1060
G0W,"$60,000 to $70,000",1720
G0W,"$70,000 to $80,000",1240
G0W,"$80,000 to $90,000",1010
G0W,"$90,000 to $100,000",620
G0W,"$100,000 to $150,000",1490
G0W,"$150,000 to $250,000",360
G0W,"over $250,000",110
G0X,"Under $5,000",2530
G0X,"$5,000  to $10,000",1940
G0X,"$10,000 to $15,000",3180
G0X,"$15,000 to $20,000",4460
G0X,"$20,000 to $25,000",5330
G0X,"$25,000 to $30,000",3450
G0X,"$30,000 to $35,000",3280
G0X,"$35,000 to $40,000",3370
G0X,"$40,000 to $45,000",3130
G0X,"$45,000 to $50,000",3060
G0X,"$50,000 to $55,000",2610
G0X,"$55,000 to $60,000",2110
G0X,"$60,000 to $70,000",3310
G0X,"$70,000 to $80,000",2440
G0X,"$80,000 to $90,000",1760
G0X,"$90,000 to $100,000",1280
G0X,"$100,000 to $150,000",2290
G0X,"$150,000 to $250,000",630
G0X,"over $250,000",260
G0Y,"Under $5,000",340
G0Y,"$5,000  to $10,000",300
G0Y,"$10,000 to $15,000",590
G0Y,"$15,000 to $20,000",770
G0Y,"$20,000 to $25,000",870
G0Y,"$25,000 to $30,000",590
G0Y,"$30,000 to $35,000",590
G0Y,"$35,000 to $40,000",540
G0Y,"$40,000 to $45,000",550
G0Y,"$45,000 to $50,000",510
G0Y,"$50,000 to $55,000",420
G0Y,"$55,000 to $60,000",350
G0Y,"$60,000 to $70,000",500
G0Y,"$70,000 to $80,000",330
G0Y,"$80,000 to $90,000",200
G0Y,"$90,000 to $100,000",130
G0Y,"$100,000 to $150,000",250
G0Y,"$150,000 to $250,000",90
G0Y,"over $250,000",40
G0Z,"Under $5,000",360
G0Z,"$5,000  to $10,000",330
G0Z,"$10,000 to $15,000",540
G0Z,"$15,000 to $20,000",720
G0Z,"$20,000 to $25,000",800
G0Z,"$25,000 to $30,000",570
G0Z,"$30,000 to $35,000",500
G0Z,"$35,000 to $40,000",540
G0Z,"$40,000 to $45,000",500
G0Z,"$45,000 to $50,000",500
G0Z,"$50,000 to $55,000",410
G0Z,"$55,000 to $60,000",310
G0Z,"$60,000 to $70,000",480
G0Z,"$70,000 to $80,000",280
G0Z,"$80,000 to $90,000",250
G0Z,"$90,000 to $100,000",150
G0Z,"$100,000 to $150,000",230
G0Z,"$150,000 to $250,000",60
G0Z,"over $250,000",40
G1A,"Under $5,000",0
G1A,"$5,000  to $10,000",0
G1A,"$10,000 to $15,000",0
G1A,"$15,000 to $20,000",0
G1A,"$20,000 to $25,000",0
G1A,"$25,000 to $30,000",0
G1A,"$30,000 to $35,000",0
G1A,"$35,000 to $40,000",0
G1A,"$40,000 to $45,000",0
G1A,"$45,000 to $50,000",0
G1A,"$50,000 to $55,000",0
G1A,"$55,000 to $60,000",0
G1A,"$60,000 to $70,000",0
G1A,"$70,000 to $80,000",0
G1A,"$80,000 to $90,000",0
G1A,"$90,000 to $100,000",0
G1A,"$100,000 to $150,000",0
G1A,"$150,000 to $250,000",0
G1A,"over $250,000",0
G1B,"Under $5,000",460
G1B,"$5,000  to $10,000",440
G1B,"$10,000 to $15,000",550
G1B,"$15,000 to $20,000",680
G1B,"$20,000 to $25,000",800
G1B,"$25,000 to $30,000",660
G1B,"$30,000 to $35,000",800
G1B,"$35,000 to $40,000",880
G1B,"$40,000 to $45,000",870
G1B,"$45,000 to $50,000",940
G1B,"$50,000 to $55,000",800
G1B,"$55,000 to $60,000",790
G1B,"$60,000 to $70,000",1270
G1B,"$70,000 to $80,000",1000
G1B,"$80,000 to $90,000",840
G1B,"$90,000 to $100,000",620
G1B,"$100,000 to $150,000",1060
G1B,"$150,000 to $250,000",210
G1B,"over $250,000",70
G1C,"Under $5,000",930
G1C,"$5,000  to $10,000",940
G1C,"$10,000 to $15,000",1310
G1C,"$15,000 to $20,000",1840
G1C,"$20,000 to $25,000",2270
G1C,"$25,000 to $30,000",1900
G1C,"$30,000 to $35,000",1770
G1C,"$35,000 to $40,000",2040
G1C,"$40,000 to $45,000",2070
G1C,"$45,000 to $50,000",2150
G1C,"$50,000 to $55,000",1840
G1C,"$55,000 to $60,000",1660
G1C,"$60,000 to $70,000",2570
G1C,"$70,000 to $80,000",1940
G1C,"$80,000 to $90,000",1570
G1C,"$90,000 to $100,000",1190
G1C,"$100,000 to $150,000",2100
G1C,"$150,000 to $250,000",520
G1C,"over $250,000",240
G1E,"Under $5,000",730
G1E,"$5,000  to $10,000",720
G1E,"$10,000 to $15,000",1070
G1E,"$15,000 to $20,000",1930
G1E,"$20,000 to $25,000",2230
G1E,"$25,000 to $30,000",1620
G1E,"$30,000 to $35,000",1560
G1E,"$35,000 to $40,000",1720
G1E,"$40,000 to $45,000",1550
G1E,"$45,000 to $50,000",1630
G1E,"$50,000 to $55,000",1320
G1E,"$55,000 to $60,000",1040
G1E,"$60,000 to $70,000",1670
G1E,"$70,000 to $80,000",1190
G1E,"$80,000 to $90,000",860
G1E,"$90,000 to $100,000",620
G1E,"$100,000 to $150,000",950
G1E,"$150,000 to $250,000",270
G1E,"over $250,000",110
G1G,"Under $5,000",690
G1G,"$5,000  to $10,000",660
G1G,"$10,000 to $15,000",840
G1G,"$15,000 to $20,000",1190
G1G,"$20,000 to $25,000",1450
G1G,"$25,000 to $30,000",1190
G1G,"$30,000 to $35,000",1230
G1G,"$35,000 to $40,000",1370
G1G,"$40,000 to $45,000",1370
G1G,"$45,000 to $50,000",1430
G1G,"$50,000 to $55,000",1200
G1G,"$55,000 to $60,000",1070
G1G,"$60,000 to $70,000",1730
G1G,"$70,000 to $80,000",1250
G1G,"$80,000 to $90,000",1030
G1G,"$90,000 to $100,000",790
G1G,"$100,000 to $150,000",1300
G1G,"$150,000 to $250,000",300
G1G,"over $250,000",120
G1H,"Under $5,000",840
G1H,"$5,000  to $10,000",730
G1H,"$10,000 to $15,000",1110
G1H,"$15,000 to $20,000",1770
G1H,"$20,000 to $25,000",2290
G1H,"$25,000 to $30,000",1840
G1H,"$30,000 to $35,000",1780
G1H,"$35,000 to $40,000",1970
G1H,"$40,000 to $45,000",1860
G1H,"$45,000 to $50,000",1690
G1H,"$50,000 to $55,000",1440
G1H,"$55,000 to $60,000",1250
G1H,"$60,000 to $70,000",1850
G1H,"$70,000 to $80,000",1220
G1H,"$80,000 to $90,000",930
G1H,"$90,000 to $100,000",660
G1H,"$100,000 to $150,000",1080
G1H,"$150,000 to $250,000",260
G1H,"over $250,000",110
G1J,"Under $5,000",790
G1J,"$5,000  to $10,000",850
G1J,"$10,000 to $15,000",1170
G1J,"$15,000 to $20,000",1940
G1J,"$20,000 to $25,000",1970
G1J,"$25,000 to $30,000",1430
G1J,"$30,000 to $35,000",1390
G1J,"$35,000 to $40,000",1420
G1J,"$40,000 to $45,000",1210
G1J,"$45,000 to $50,000",1120
G1J,"$50,000 to $55,000",920
G1J,"$55,000 to $60,000",730
G1J,"$60,000 to $70,000",1130
G1J,"$70,000 to $80,000",770
G1J,"$80,000 to $90,000",580
G1J,"$90,000 to $100,000",350
G1J,"$100,000 to $150,000",580
G1J,"$150,000 to $250,000",120
G1J,"over $250,000",30
G1K,"Under $5,000",720
G1K,"$5,000  to $10,000",690
G1K,"$10,000 to $15,000",920
G1K,"$15,000 to $20,000",1620
G1K,"$20,000 to $25,000",1310
G1K,"$25,000 to $30,000",940
G1K,"$30,000 to $35,000",900
G1K,"$35,000 to $40,000",900
G1K,"$40,000 to $45,000",870
G1K,"$45,000 to $50,000",830
G1K,"$50,000 to $55,000",750
G1K,"$55,000 to $60,000",630
G1K,"$60,000 to $70,000",970
G1K,"$70,000 to $80,000",720
G1K,"$80,000 to $90,000",580
G1K,"$90,000 to $100,000",410
G1K,"$100,000 to $150,000",740
G1K,"$150,000 to $250,000",210
G1K,"over $250,000",90
G1L,"Under $5,000",680
G1L,"$5,000  to $10,000",720
G1L,"$10,000 to $15,000",960
G1L,"$15,000 to $20,000",1770
G1L,"$20,000 to $25,000",1770
G1L,"$25,000 to $30,000",1310
G1L,"$30,000 to $35,000",1300
G1L,"$35,000 to $40,000",1290
G1L,"$40,000 to $45,000",1240
G1L,"$45,000 to $50,000",1070
G1L,"$50,000 to $55,000",890
G1L,"$55,000 to $60,000",760
G1L,"$60,000 to $70,000",1130
G1L,"$70,000 to $80,000",830
G1L,"$80,000 to $90,000",580
G1L,"$90,000 to $100,000",410
G1L,"$100,000 to $150,000",560
G1L,"$150,000 to $250,000",110
G1L,"over $250,000",40
G1M,"Under $5,000",670
G1M,"$5,000  to $10,000",630
G1M,"$10,000 to $15,000",930
G1M,"$15,000 to $20,000",1470
G1M,"$20,000 to $25,000",1870
G1M,"$25,000 to $30,000",1230
G1M,"$30,000 to $35,000",1160
G1M,"$35,000 to $40,000",1200
G1M,"$40,000 to $45,000",1170
G1M,"$45,000 to $50,000",1110
G1M,"$50,000 to $55,000",900
G1M,"$55,000 to $60,000",730
G1M,"$60,000 to $70,000",1140
G1M,"$70,000 to $80,000",810
G1M,"$80,000 to $90,000",580
G1M,"$90,000 to $100,000",400
G1M,"$100,000 to $150,000",700
G1M,"$150,000 to $250,000",170
G1M,"over $250,000",60
G1N,"Under $5,000",270
G1N,"$5,000  to $10,000",280
G1N,"$10,000 to $15,000",370
G1N,"$15,000 to $20,000",730
G1N,"$20,000 to $25,000",720
G1N,"$25,000 to $30,000",530
G1N,"$30,000 to $35,000",490
G1N,"$35,000 to $40,000",500
G1N,"$40,000 to $45,000",460
G1N,"$45,000 to $50,000",390
G1N,"$50,000 to $55,000",350
G1N,"$55,000 to $60,000",310
G1N,"$60,000 to $70,000",400
G1N,"$70,000 to $80,000",290
G1N,"$80,000 to $90,000",220
G1N,"$90,000 to $100,000",140
G1N,"$100,000 to $150,000",200
G1N,"$150,000 to $250,000",40
G1N,"over $250,000",20
G1P,"Under $5,000",540
G1P,"$5,000  to $10,000",460
G1P,"$10,000 to $15,000",640
G1P,"$15,000 to $20,000",870
G1P,"$20,000 to $25,000",1160
G1P,"$25,000 to $30,000",920
G1P,"$30,000 to $35,000",940
G1P,"$35,000 to $40,000",1070
G1P,"$40,000 to $45,000",980
G1P,"$45,000 to $50,000",980
G1P,"$50,000 to $55,000",770
G1P,"$55,000 to $60,000",690
G1P,"$60,000 to $70,000",1050
G1P,"$70,000 to $80,000",780
G1P,"$80,000 to $90,000",540
G1P,"$90,000 to $100,000",360
G1P,"$100,000 to $150,000",530
G1P,"$150,000 to $250,000",110
G1P,"over $250,000",40
G1R,"Under $5,000",620
G1R,"$5,000  to $10,000",450
G1R,"$10,000 to $15,000",530
G1R,"$15,000 to $20,000",980
G1R,"$20,000 to $25,000",1030
G1R,"$25,000 to $30,000",770
G1R,"$30,000 to $35,000",760
G1R,"$35,000 to $40,000",770
G1R,"$40,000 to $45,000",710
G1R,"$45,000 to $50,000",730
G1R,"$50,000 to $55,000",700
G1R,"$55,000 to $60,000",610
G1R,"$60,000 to $70,000",940
G1R,"$70,000 to $80,000",800
G1R,"$80,000 to $90,000",680
G1R,"$90,000 to $100,000",470
G1R,"$100,000 to $150,000",940
G1R,"$150,000 to $250,000",460
G1R,"over $250,000",250
G1S,"Under $5,000",950
G1S,"$5,000  to $10,000",670
G1S,"$10,000 to $15,000",790
G1S,"$15,000 to $20,000",1260
G1S,"$20,000 to $25,000",1580
G1S,"$25,000 to $30,000",1020
G1S,"$30,000 to $35,000",970
G1S,"$35,000 to $40,000",1090
G1S,"$40,000 to $45,000",1080
G1S,"$45,000 to $50,000",1190
G1S,"$50,000 to $55,000",1070
G1S,"$55,000 to $60,000",1000
G1S,"$60,000 to $70,000",1610
G1S,"$70,000 to $80,000",1450
G1S,"$80,000 to $90,000",1240
G1S,"$90,000 to $100,000",890
G1S,"$100,000 to $150,000",2050
G1S,"$150,000 to $250,000",1000
G1S,"over $250,000",580
G1T,"Under $5,000",300
G1T,"$5,000  to $10,000",230
G1T,"$10,000 to $15,000",190
G1T,"$15,000 to $20,000",240
G1T,"$20,000 to $25,000",250
G1T,"$25,000 to $30,000",210
G1T,"$30,000 to $35,000",180
G1T,"$35,000 to $40,000",180
G1T,"$40,000 to $45,000",210
G1T,"$45,000 to $50,000",220
G1T,"$50,000 to $55,000",180
G1T,"$55,000 to $60,000",210
G1T,"$60,000 to $70,000",360
G1T,"$70,000 to $80,000",370
G1T,"$80,000 to $90,000",310
G1T,"$90,000 to $100,000",270
G1T,"$100,000 to $150,000",810
G1T,"$150,000 to $250,000",570
G1T,"over $250,000",560
G1V,"Under $5,000",1610
G1V,"$5,000  to $10,000",780
G1V,"$10,000 to $15,000",890
G1V,"$15,000 to $20,000",1220
G1V,"$20,000 to $25,000",1400
G1V,"$25,000 to $30,000",1070
G1V,"$30,000 to $35,000",1000
G1V,"$35,000 to $40,000",990
G1V,"$40,000 to $45,000",940
G1V,"$45,000 to $50,000",1010
G1V,"$50,000 to $55,000",840
G1V,"$55,000 to $60,000",790
G1V,"$60,000 to $70,000",1290
G1V,"$70,000 to $80,000",930
G1V,"$80,000 to $90,000",750
G1V,"$90,000 to $100,000",570
G1V,"$100,000 to $150,000",1050
G1V,"$150,000 to $250,000",510
G1V,"over $250,000",370
G1W,"Under $5,000",950
G1W,"$5,000  to $10,000",600
G1W,"$10,000 to $15,000",700
G1W,"$15,000 to $20,000",880
G1W,"$20,000 to $25,000",1060
G1W,"$25,000 to $30,000",920
G1W,"$30,000 to $35,000",870
G1W,"$35,000 to $40,000",1040
G1W,"$40,000 to $45,000",1000
G1W,"$45,000 to $50,000",1080
G1W,"$50,000 to $55,000",880
G1W,"$55,000 to $60,000",880
G1W,"$60,000 to $70,000",1450
G1W,"$70,000 to $80,000",1230
G1W,"$80,000 to $90,000",1070
G1W,"$90,000 to $100,000",780
G1W,"$100,000 to $150,000",1770
G1W,"$150,000 to $250,000",750
G1W,"over $250,000",400
G1X,"Under $5,000",1050
G1X,"$5,000  to $10,000",750
G1X,"$10,000 to $15,000",930
G1X,"$15,000 to $20,000",1200
G1X,"$20,000 to $25,000",1500
G1X,"$25,000 to $30,000",1230
G1X,"$30,000 to $35,000",1180
G1X,"$35,000 to $40,000",1330
G1X,"$40,000 to $45,000",1300
G1X,"$45,000 to $50,000",1350
G1X,"$50,000 to $55,000",1200
G1X,"$55,000 to $60,000",1090
G1X,"$60,000 to $70,000",1770
G1X,"$70,000 to $80,000",1400
G1X,"$80,000 to $90,000",1110
G1X,"$90,000 to $100,000",900
G1X,"$100,000 to $150,000",1720
G1X,"$150,000 to $250,000",690
G1X,"over $250,000",390
G1Y,"Under $5,000",390
G1Y,"$5,000  to $10,000",310
G1Y,"$10,000 to $15,000",360
G1Y,"$15,000 to $20,000",450
G1Y,"$20,000 to $25,000",460
G1Y,"$25,000 to $30,000",390
G1Y,"$30,000 to $35,000",430
G1Y,"$35,000 to $40,000",490
G1Y,"$40,000 to $45,000",490
G1Y,"$45,000 to $50,000",650
G1Y,"$50,000 to $55,000",580
G1Y,"$55,000 to $60,000",550
G1Y,"$60,000 to $70,000",920
G1Y,"$70,000 to $80,000",870
G1Y,"$80,000 to $90,000",790
G1Y,"$90,000 to $100,000",610
G1Y,"$100,000 to $150,000",1400
G1Y,"$150,000 to $250,000",570
G1Y,"over $250,000",290
G2A,"Under $5,000",500
G2A,"$5,000  to $10,000",390
G2A,"$10,000 to $15,000",520
G2A,"$15,000 to $20,000",670
G2A,"$20,000 to $25,000",800
G2A,"$25,000 to $30,000",660
G2A,"$30,000 to $35,000",650
G2A,"$35,000 to $40,000",810
G2A,"$40,000 to $45,000",750
G2A,"$45,000 to $50,000",770
G2A,"$50,000 to $55,000",740
G2A,"$55,000 to $60,000",710
G2A,"$60,000 to $70,000",1060
G2A,"$70,000 to $80,000",900
G2A,"$80,000 to $90,000",740
G2A,"$90,000 to $100,000",540
G2A,"$100,000 to $150,000",980
G2A,"$150,000 to $250,000",310
G2A,"over $250,000",100
G2B,"Under $5,000",740
G2B,"$5,000  to $10,000",670
G2B,"$10,000 to $15,000",930
G2B,"$15,000 to $20,000",1280
G2B,"$20,000 to $25,000",1570
G2B,"$25,000 to $30,000",1210
G2B,"$30,000 to $35,000",1220
G2B,"$35,000 to $40,000",1340
G2B,"$40,000 to $45,000",1390
G2B,"$45,000 to $50,000",1360
G2B,"$50,000 to $55,000",1140
G2B,"$55,000 to $60,000",1030
G2B,"$60,000 to $70,000",1680
G2B,"$70,000 to $80,000",1340
G2B,"$80,000 to $90,000",1000
G2B,"$90,000 to $100,000",770
G2B,"$100,000 to $150,000",1280
G2B,"$150,000 to $250,000",360
G2B,"over $250,000",140
G2C,"Under $5,000",330
G2C,"$5,000  to $10,000",290
G2C,"$10,000 to $15,000",350
G2C,"$15,000 to $20,000",510
