FSA,Bracket,Number
T6T,"$55,000 to $60,000",1630
T6T,"$60,000 to $70,000",2700
T6T,"$70,000 to $80,000",1970
T6T,"$80,000 to $90,000",1530
T6T,"$90,000 to $100,000",1250
T6T,"$100,000 to $150,000",2630
T6T,"$150,000 to $250,000",680
T6T,"over $250,000",130
T6V,"Under $5,000",1510
T6V,"$5,000  to $10,000",590
T6V,"$10,000 to $15,000",730
T6V,"$15,000 to $20,000",910
T6V,"$20,000 to $25,000",1290
T6V,"$25,000 to $30,000",960
T6V,"$30,000 to $35,000",880
T6V,"$35,000 to $40,000",830
T6V,"$40,000 to $45,000",750
T6V,"$45,000 to $50,000",740
T6V,"$50,000 to $55,000",710
T6V,"$55,000 to $60,000",660
T6V,"$60,000 to $70,000",1250
T6V,"$70,000 to $80,000",1000
T6V,"$80,000 to $90,000",830
T6V,"$90,000 to $100,000",740
T6V,"$100,000 to $150,000",1590
T6V,"$150,000 to $250,000",530
T6V,"over $250,000",130
T6W,"Under $5,000",5580
T6W,"$5,000  to $10,000",1960
T6W,"$10,000 to $15,000",2150
T6W,"$15,000 to $20,000",2640
T6W,"$20,000 to $25,000",3500
T6W,"$25,000 to $30,000",2970
T6W,"$30,000 to $35,000",2730
T6W,"$35,000 to $40,000",2590
T6W,"$40,000 to $45,000",2510
T6W,"$45,000 to $50,000",2470
T6W,"$50,000 to $55,000",2420
T6W,"$55,000 to $60,000",2390
T6W,"$60,000 to $70,000",4340
T6W,"$70,000 to $80,000",3810
T6W,"$80,000 to $90,000",3450
T6W,"$90,000 to $100,000",3070
T6W,"$100,000 to $150,000",7580
T6W,"$150,000 to $250,000",2940
T6W,"over $250,000",1120
T6X,"Under $5,000",3480
T6X,"$5,000  to $10,000",1290
T6X,"$10,000 to $15,000",1410
T6X,"$15,000 to $20,000",1780
T6X,"$20,000 to $25,000",2300
T6X,"$25,000 to $30,000",1910
T6X,"$30,000 to $35,000",1860
T6X,"$35,000 to $40,000",1870
T6X,"$40,000 to $45,000",1800
T6X,"$45,000 to $50,000",1700
T6X,"$50,000 to $55,000",1600
T6X,"$55,000 to $60,000",1500
T6X,"$60,000 to $70,000",2790
T6X,"$70,000 to $80,000",2260
T6X,"$80,000 to $90,000",1920
T6X,"$90,000 to $100,000",1700
T6X,"$100,000 to $150,000",4050
T6X,"$150,000 to $250,000",1360
T6X,"over $250,000",330
T6Y,"Under $5,000",20
T6Y,"$5,000  to $10,000",0
T6Y,"$10,000 to $15,000",0
T6Y,"$15,000 to $20,000",10
T6Y,"$20,000 to $25,000",20
T6Y,"$25,000 to $30,000",20
T6Y,"$30,000 to $35,000",10
T6Y,"$35,000 to $40,000",10
T6Y,"$40,000 to $45,000",10
T6Y,"$45,000 to $50,000",10
T6Y,"$50,000 to $55,000",0
T6Y,"$55,000 to $60,000",0
T6Y,"$60,000 to $70,000",20
T6Y,"$70,000 to $80,000",10
T6Y,"$80,000 to $90,000",10
T6Y,"$90,000 to $100,000",0
T6Y,"$100,000 to $150,000",30
T6Y,"$150,000 to $250,000",10
T6Y,"over $250,000",0
T7A,"Under $5,000",700
T7A,"$5,000  to $10,000",340
T7A,"$10,000 to $15,000",420
T7A,"$15,000 to $20,000",510
T7A,"$20,000 to $25,000",840
T7A,"$25,000 to $30,000",670
T7A,"$30,000 to $35,000",590
T7A,"$35,000 to $40,000",520
T7A,"$40,000 to $45,000",470
T7A,"$45,000 to $50,000",430
T7A,"$50,000 to $55,000",390
T7A,"$55,000 to $60,000",360
T7A,"$60,000 to $70,000",600
T7A,"$70,000 to $80,000",530
T7A,"$80,000 to $90,000",480
T7A,"$90,000 to $100,000",420
T7A,"$100,000 to $150,000",1020
T7A,"$150,000 to $250,000",470
T7A,"over $250,000",160
T7E,"Under $5,000",730
T7E,"$5,000  to $10,000",320
T7E,"$10,000 to $15,000",430
T7E,"$15,000 to $20,000",570
T7E,"$20,000 to $25,000",960
T7E,"$25,000 to $30,000",730
T7E,"$30,000 to $35,000",610
T7E,"$35,000 to $40,000",580
T7E,"$40,000 to $45,000",460
T7E,"$45,000 to $50,000",500
T7E,"$50,000 to $55,000",370
T7E,"$55,000 to $60,000",370
T7E,"$60,000 to $70,000",660
T7E,"$70,000 to $80,000",620
T7E,"$80,000 to $90,000",470
T7E,"$90,000 to $100,000",480
T7E,"$100,000 to $150,000",1270
T7E,"$150,000 to $250,000",570
T7E,"over $250,000",130
T7N,"Under $5,000",400
T7N,"$5,000  to $10,000",240
T7N,"$10,000 to $15,000",320
T7N,"$15,000 to $20,000",400
T7N,"$20,000 to $25,000",760
T7N,"$25,000 to $30,000",500
T7N,"$30,000 to $35,000",420
T7N,"$35,000 to $40,000",390
T7N,"$40,000 to $45,000",370
T7N,"$45,000 to $50,000",370
T7N,"$50,000 to $55,000",330
T7N,"$55,000 to $60,000",270
T7N,"$60,000 to $70,000",450
T7N,"$70,000 to $80,000",350
T7N,"$80,000 to $90,000",280
T7N,"$90,000 to $100,000",210
T7N,"$100,000 to $150,000",430
T7N,"$150,000 to $250,000",140
T7N,"over $250,000",50
T7P,"Under $5,000",380
T7P,"$5,000  to $10,000",240
T7P,"$10,000 to $15,000",400
T7P,"$15,000 to $20,000",450
T7P,"$20,000 to $25,000",860
T7P,"$25,000 to $30,000",520
T7P,"$30,000 to $35,000",400
T7P,"$35,000 to $40,000",340
T7P,"$40,000 to $45,000",300
T7P,"$45,000 to $50,000",280
T7P,"$50,000 to $55,000",230
T7P,"$55,000 to $60,000",200
T7P,"$60,000 to $70,000",350
T7P,"$70,000 to $80,000",280
T7P,"$80,000 to $90,000",200
T7P,"$90,000 to $100,000",180
T7P,"$100,000 to $150,000",410
T7P,"$150,000 to $250,000",140
T7P,"over $250,000",60
T7S,"Under $5,000",700
T7S,"$5,000  to $10,000",310
T7S,"$10,000 to $15,000",440
T7S,"$15,000 to $20,000",470
T7S,"$20,000 to $25,000",850
T7S,"$25,000 to $30,000",600
T7S,"$30,000 to $35,000",530
T7S,"$35,000 to $40,000",490
T7S,"$40,000 to $45,000",480
T7S,"$45,000 to $50,000",440
T7S,"$50,000 to $55,000",380
T7S,"$55,000 to $60,000",330
T7S,"$60,000 to $70,000",580
T7S,"$70,000 to $80,000",510
T7S,"$80,000 to $90,000",530
T7S,"$90,000 to $100,000",470
T7S,"$100,000 to $150,000",1220
T7S,"$150,000 to $250,000",470
T7S,"over $250,000",120
T7V,"Under $5,000",470
T7V,"$5,000  to $10,000",250
T7V,"$10,000 to $15,000",290
T7V,"$15,000 to $20,000",350
T7V,"$20,000 to $25,000",580
T7V,"$25,000 to $30,000",530
T7V,"$30,000 to $35,000",500
T7V,"$35,000 to $40,000",460
T7V,"$40,000 to $45,000",390
T7V,"$45,000 to $50,000",400
T7V,"$50,000 to $55,000",320
T7V,"$55,000 to $60,000",310
T7V,"$60,000 to $70,000",560
T7V,"$70,000 to $80,000",440
T7V,"$80,000 to $90,000",380
T7V,"$90,000 to $100,000",390
T7V,"$100,000 to $150,000",1210
T7V,"$150,000 to $250,000",380
T7V,"over $250,000",90
T7X,"Under $5,000",2730
T7X,"$5,000  to $10,000",1050
T7X,"$10,000 to $15,000",1340
T7X,"$15,000 to $20,000",1680
T7X,"$20,000 to $25,000",2570
T7X,"$25,000 to $30,000",2120
T7X,"$30,000 to $35,000",1820
T7X,"$35,000 to $40,000",1710
T7X,"$40,000 to $45,000",1700
T7X,"$45,000 to $50,000",1630
T7X,"$50,000 to $55,000",1510
T7X,"$55,000 to $60,000",1370
T7X,"$60,000 to $70,000",2570
T7X,"$70,000 to $80,000",2110
T7X,"$80,000 to $90,000",1780
T7X,"$90,000 to $100,000",1690
T7X,"$100,000 to $150,000",4120
T7X,"$150,000 to $250,000",1810
T7X,"over $250,000",560
T7Y,"Under $5,000",930
T7Y,"$5,000  to $10,000",460
T7Y,"$10,000 to $15,000",540
T7Y,"$15,000 to $20,000",670
T7Y,"$20,000 to $25,000",970
T7Y,"$25,000 to $30,000",820
T7Y,"$30,000 to $35,000",750
T7Y,"$35,000 to $40,000",640
T7Y,"$40,000 to $45,000",640
T7Y,"$45,000 to $50,000",620
T7Y,"$50,000 to $55,000",550
T7Y,"$55,000 to $60,000",510
T7Y,"$60,000 to $70,000",930
T7Y,"$70,000 to $80,000",790
T7Y,"$80,000 to $90,000",650
T7Y,"$90,000 to $100,000",630
T7Y,"$100,000 to $150,000",1830
T7Y,"$150,000 to $250,000",980
T7Y,"over $250,000",460
T7Z,"Under $5,000",880
T7Z,"$5,000  to $10,000",410
T7Z,"$10,000 to $15,000",600
T7Z,"$15,000 to $20,000",780
T7Z,"$20,000 to $25,000",1340
T7Z,"$25,000 to $30,000",1080
T7Z,"$30,000 to $35,000",830
T7Z,"$35,000 to $40,000",830
T7Z,"$40,000 to $45,000",790
T7Z,"$45,000 to $50,000",710
T7Z,"$50,000 to $55,000",650
T7Z,"$55,000 to $60,000",580
T7Z,"$60,000 to $70,000",1070
T7Z,"$70,000 to $80,000",910
T7Z,"$80,000 to $90,000",680
T7Z,"$90,000 to $100,000",590
T7Z,"$100,000 to $150,000",1550
T7Z,"$150,000 to $250,000",680
T7Z,"over $250,000",180
T8A,"Under $5,000",1800
T8A,"$5,000  to $10,000",920
T8A,"$10,000 to $15,000",1090
T8A,"$15,000 to $20,000",1350
T8A,"$20,000 to $25,000",2020
T8A,"$25,000 to $30,000",1800
T8A,"$30,000 to $35,000",1670
T8A,"$35,000 to $40,000",1440
T8A,"$40,000 to $45,000",1590
T8A,"$45,000 to $50,000",1580
T8A,"$50,000 to $55,000",1460
T8A,"$55,000 to $60,000",1350
T8A,"$60,000 to $70,000",2550
T8A,"$70,000 to $80,000",2160
T8A,"$80,000 to $90,000",1940
T8A,"$90,000 to $100,000",1750
T8A,"$100,000 to $150,000",4510
T8A,"$150,000 to $250,000",2180
T8A,"over $250,000",760
T8B,"Under $5,000",340
T8B,"$5,000  to $10,000",180
T8B,"$10,000 to $15,000",210
T8B,"$15,000 to $20,000",260
T8B,"$20,000 to $25,000",320
T8B,"$25,000 to $30,000",250
T8B,"$30,000 to $35,000",260
T8B,"$35,000 to $40,000",250
T8B,"$40,000 to $45,000",240
T8B,"$45,000 to $50,000",250
T8B,"$50,000 to $55,000",200
T8B,"$55,000 to $60,000",190
T8B,"$60,000 to $70,000",340
T8B,"$70,000 to $80,000",320
T8B,"$80,000 to $90,000",250
T8B,"$90,000 to $100,000",240
T8B,"$100,000 to $150,000",730
T8B,"$150,000 to $250,000",590
T8B,"over $250,000",500
T8C,"Under $5,000",190
T8C,"$5,000  to $10,000",90
T8C,"$10,000 to $15,000",120
T8C,"$15,000 to $20,000",170
T8C,"$20,000 to $25,000",240
T8C,"$25,000 to $30,000",190
T8C,"$30,000 to $35,000",160
T8C,"$35,000 to $40,000",160
T8C,"$40,000 to $45,000",170
T8C,"$45,000 to $50,000",150
T8C,"$50,000 to $55,000",120
T8C,"$55,000 to $60,000",130
T8C,"$60,000 to $70,000",240
T8C,"$70,000 to $80,000",180
T8C,"$80,000 to $90,000",160
T8C,"$90,000 to $100,000",190
T8C,"$100,000 to $150,000",470
T8C,"$150,000 to $250,000",310
T8C,"over $250,000",130
T8E,"Under $5,000",410
T8E,"$5,000  to $10,000",210
T8E,"$10,000 to $15,000",230
T8E,"$15,000 to $20,000",310
T8E,"$20,000 to $25,000",420
T8E,"$25,000 to $30,000",320
T8E,"$30,000 to $35,000",310
T8E,"$35,000 to $40,000",300
T8E,"$40,000 to $45,000",280
T8E,"$45,000 to $50,000",280
T8E,"$50,000 to $55,000",270
T8E,"$55,000 to $60,000",230
T8E,"$60,000 to $70,000",430
T8E,"$70,000 to $80,000",370
T8E,"$80,000 to $90,000",330
T8E,"$90,000 to $100,000",300
T8E,"$100,000 to $150,000",870
T8E,"$150,000 to $250,000",520
T8E,"over $250,000",190
T8G,"Under $5,000",230
T8G,"$5,000  to $10,000",110
T8G,"$10,000 to $15,000",120
T8G,"$15,000 to $20,000",180
T8G,"$20,000 to $25,000",240
T8G,"$25,000 to $30,000",190
T8G,"$30,000 to $35,000",190
T8G,"$35,000 to $40,000",180
T8G,"$40,000 to $45,000",160
T8G,"$45,000 to $50,000",180
T8G,"$50,000 to $55,000",140
T8G,"$55,000 to $60,000",120
T8G,"$60,000 to $70,000",270
T8G,"$70,000 to $80,000",260
T8G,"$80,000 to $90,000",200
T8G,"$90,000 to $100,000",180
T8G,"$100,000 to $150,000",490
T8G,"$150,000 to $250,000",250
T8G,"over $250,000",80
T8H,"Under $5,000",1240
T8H,"$5,000  to $10,000",620
T8H,"$10,000 to $15,000",790
T8H,"$15,000 to $20,000",890
T8H,"$20,000 to $25,000",1440
T8H,"$25,000 to $30,000",1250
T8H,"$30,000 to $35,000",1140
T8H,"$35,000 to $40,000",1110
T8H,"$40,000 to $45,000",1070
T8H,"$45,000 to $50,000",1130
T8H,"$50,000 to $55,000",1000
T8H,"$55,000 to $60,000",920
T8H,"$60,000 to $70,000",1710
T8H,"$70,000 to $80,000",1480
T8H,"$80,000 to $90,000",1360
T8H,"$90,000 to $100,000",1260
T8H,"$100,000 to $150,000",3420
T8H,"$150,000 to $250,000",1620
T8H,"over $250,000",440
T8L,"Under $5,000",1190
T8L,"$5,000  to $10,000",570
T8L,"$10,000 to $15,000",680
T8L,"$15,000 to $20,000",900
T8L,"$20,000 to $25,000",1410
T8L,"$25,000 to $30,000",1240
T8L,"$30,000 to $35,000",1130
T8L,"$35,000 to $40,000",1030
T8L,"$40,000 to $45,000",1010
T8L,"$45,000 to $50,000",1020
T8L,"$50,000 to $55,000",930
T8L,"$55,000 to $60,000",850
T8L,"$60,000 to $70,000",1510
T8L,"$70,000 to $80,000",1290
T8L,"$80,000 to $90,000",1260
T8L,"$90,000 to $100,000",1100
T8L,"$100,000 to $150,000",2810
T8L,"$150,000 to $250,000",1670
T8L,"over $250,000",350
T8N,"Under $5,000",2790
T8N,"$5,000  to $10,000",1430
T8N,"$10,000 to $15,000",1680
T8N,"$15,000 to $20,000",2100
T8N,"$20,000 to $25,000",3390
T8N,"$25,000 to $30,000",2770
T8N,"$30,000 to $35,000",2420
T8N,"$35,000 to $40,000",2330
T8N,"$40,000 to $45,000",2350
T8N,"$45,000 to $50,000",2660
T8N,"$50,000 to $55,000",2290
T8N,"$55,000 to $60,000",2160
T8N,"$60,000 to $70,000",3890
T8N,"$70,000 to $80,000",3400
T8N,"$80,000 to $90,000",3040
T8N,"$90,000 to $100,000",2830
T8N,"$100,000 to $150,000",7320
T8N,"$150,000 to $250,000",3260
T8N,"over $250,000",1260
T8R,"Under $5,000",1020
T8R,"$5,000  to $10,000",360
T8R,"$10,000 to $15,000",540
T8R,"$15,000 to $20,000",600
T8R,"$20,000 to $25,000",920
T8R,"$25,000 to $30,000",700
T8R,"$30,000 to $35,000",640
T8R,"$35,000 to $40,000",580
T8R,"$40,000 to $45,000",560
T8R,"$45,000 to $50,000",570
T8R,"$50,000 to $55,000",500
T8R,"$55,000 to $60,000",480
T8R,"$60,000 to $70,000",850
T8R,"$70,000 to $80,000",780
T8R,"$80,000 to $90,000",660
T8R,"$90,000 to $100,000",620
T8R,"$100,000 to $150,000",1410
T8R,"$150,000 to $250,000",500
T8R,"over $250,000",110
T8S,"Under $5,000",700
T8S,"$5,000  to $10,000",280
T8S,"$10,000 to $15,000",330
T8S,"$15,000 to $20,000",320
T8S,"$20,000 to $25,000",540
T8S,"$25,000 to $30,000",400
T8S,"$30,000 to $35,000",340
T8S,"$35,000 to $40,000",360
T8S,"$40,000 to $45,000",330
T8S,"$45,000 to $50,000",290
T8S,"$50,000 to $55,000",250
T8S,"$55,000 to $60,000",250
T8S,"$60,000 to $70,000",450
T8S,"$70,000 to $80,000",380
T8S,"$80,000 to $90,000",320
T8S,"$90,000 to $100,000",280
T8S,"$100,000 to $150,000",840
T8S,"$150,000 to $250,000",360
T8S,"over $250,000",100
T8T,"Under $5,000",340
T8T,"$5,000  to $10,000",190
T8T,"$10,000 to $15,000",210
T8T,"$15,000 to $20,000",250
T8T,"$20,000 to $25,000",360
T8T,"$25,000 to $30,000",280
T8T,"$30,000 to $35,000",250
T8T,"$35,000 to $40,000",240
T8T,"$40,000 to $45,000",230
T8T,"$45,000 to $50,000",260
T8T,"$50,000 to $55,000",210
T8T,"$55,000 to $60,000",190
T8T,"$60,000 to $70,000",340
T8T,"$70,000 to $80,000",320
T8T,"$80,000 to $90,000",290
T8T,"$90,000 to $100,000",270
T8T,"$100,000 to $150,000",790
T8T,"$150,000 to $250,000",510
T8T,"over $250,000",360
T8V,"Under $5,000",1670
T8V,"$5,000  to $10,000",740
T8V,"$10,000 to $15,000",1020
T8V,"$15,000 to $20,000",1180
T8V,"$20,000 to $25,000",2390
T8V,"$25,000 to $30,000",1710
T8V,"$30,000 to $35,000",1520
T8V,"$35,000 to $40,000",1440
T8V,"$40,000 to $45,000",1270
T8V,"$45,000 to $50,000",1190
T8V,"$50,000 to $55,000",1170
T8V,"$55,000 to $60,000",870
T8V,"$60,000 to $70,000",1720
T8V,"$70,000 to $80,000",1410
T8V,"$80,000 to $90,000",1230
T8V,"$90,000 to $100,000",1030
T8V,"$100,000 to $150,000",2460
T8V,"$150,000 to $250,000",830
T8V,"over $250,000",220
T8W,"Under $5,000",980
T8W,"$5,000  to $10,000",400
T8W,"$10,000 to $15,000",520
T8W,"$15,000 to $20,000",630
T8W,"$20,000 to $25,000",870
T8W,"$25,000 to $30,000",720
T8W,"$30,000 to $35,000",660
T8W,"$35,000 to $40,000",660
T8W,"$40,000 to $45,000",640
T8W,"$45,000 to $50,000",630
T8W,"$50,000 to $55,000",670
T8W,"$55,000 to $60,000",540
T8W,"$60,000 to $70,000",1060
T8W,"$70,000 to $80,000",930
T8W,"$80,000 to $90,000",850
T8W,"$90,000 to $100,000",870
T8W,"$100,000 to $150,000",2540
T8W,"$150,000 to $250,000",1140
T8W,"over $250,000",390
T8X,"Under $5,000",1080
T8X,"$5,000  to $10,000",460
T8X,"$10,000 to $15,000",590
T8X,"$15,000 to $20,000",750
T8X,"$20,000 to $25,000",1070
T8X,"$25,000 to $30,000",910
T8X,"$30,000 to $35,000",830
T8X,"$35,000 to $40,000",780
T8X,"$40,000 to $45,000",690
T8X,"$45,000 to $50,000",780
T8X,"$50,000 to $55,000",710
T8X,"$55,000 to $60,000",620
T8X,"$60,000 to $70,000",1170
T8X,"$70,000 to $80,000",1020
T8X,"$80,000 to $90,000",950
T8X,"$90,000 to $100,000",910
T8X,"$100,000 to $150,000",2640
T8X,"$150,000 to $250,000",1110
T8X,"over $250,000",260
T9A,"Under $5,000",860
T9A,"$5,000  to $10,000",420
T9A,"$10,000 to $15,000",610
T9A,"$15,000 to $20,000",700
T9A,"$20,000 to $25,000",1400
T9A,"$25,000 to $30,000",960
T9A,"$30,000 to $35,000",790
T9A,"$35,000 to $40,000",660
T9A,"$40,000 to $45,000",600
T9A,"$45,000 to $50,000",600
T9A,"$50,000 to $55,000",520
T9A,"$55,000 to $60,000",440
T9A,"$60,000 to $70,000",830
T9A,"$70,000 to $80,000",610
T9A,"$80,000 to $90,000",460
T9A,"$90,000 to $100,000",380
T9A,"$100,000 to $150,000",760
T9A,"$150,000 to $250,000",250
T9A,"over $250,000",110
T9C,"Under $5,000",350
T9C,"$5,000  to $10,000",140
T9C,"$10,000 to $15,000",290
T9C,"$15,000 to $20,000",300
T9C,"$20,000 to $25,000",730
T9C,"$25,000 to $30,000",440
T9C,"$30,000 to $35,000",360
T9C,"$35,000 to $40,000",290
T9C,"$40,000 to $45,000",290
T9C,"$45,000 to $50,000",290
T9C,"$50,000 to $55,000",230
T9C,"$55,000 to $60,000",230
T9C,"$60,000 to $70,000",410
T9C,"$70,000 to $80,000",320
T9C,"$80,000 to $90,000",260
T9C,"$90,000 to $100,000",210
T9C,"$100,000 to $150,000",460
T9C,"$150,000 to $250,000",170
T9C,"over $250,000",70
T9E,"Under $5,000",1540
T9E,"$5,000  to $10,000",750
T9E,"$10,000 to $15,000",920
T9E,"$15,000 to $20,000",1090
T9E,"$20,000 to $25,000",1990
T9E,"$25,000 to $30,000",1630
T9E,"$30,000 to $35,000",1500
T9E,"$35,000 to $40,000",1350
T9E,"$40,000 to $45,000",1330
T9E,"$45,000 to $50,000",1330
T9E,"$50,000 to $55,000",1080
T9E,"$55,000 to $60,000",1100
T9E,"$60,000 to $70,000",1930
T9E,"$70,000 to $80,000",1630
T9E,"$80,000 to $90,000",1290
T9E,"$90,000 to $100,000",1180
T9E,"$100,000 to $150,000",2820
T9E,"$150,000 to $250,000",1080
T9E,"over $250,000",280
T9G,"Under $5,000",320
T9G,"$5,000  to $10,000",180
T9G,"$10,000 to $15,000",200
T9G,"$15,000 to $20,000",260
T9G,"$20,000 to $25,000",440
T9G,"$25,000 to $30,000",350
T9G,"$30,000 to $35,000",300
T9G,"$35,000 to $40,000",290
T9G,"$40,000 to $45,000",250
T9G,"$45,000 to $50,000",300
T9G,"$50,000 to $55,000",250
T9G,"$55,000 to $60,000",220
T9G,"$60,000 to $70,000",390
T9G,"$70,000 to $80,000",290
T9G,"$80,000 to $90,000",250
T9G,"$90,000 to $100,000",240
T9G,"$100,000 to $150,000",520
T9G,"$150,000 to $250,000",200
T9G,"over $250,000",50
T9H,"Under $5,000",1660
T9H,"$5,000  to $10,000",550
T9H,"$10,000 to $15,000",540
T9H,"$15,000 to $20,000",700
T9H,"$20,000 to $25,000",1090
T9H,"$25,000 to $30,000",820
T9H,"$30,000 to $35,000",770
T9H,"$35,000 to $40,000",790
T9H,"$40,000 to $45,000",740
T9H,"$45,000 to $50,000",700
T9H,"$50,000 to $55,000",680
T9H,"$55,000 to $60,000",660
T9H,"$60,000 to $70,000",1240
T9H,"$70,000 to $80,000",1050
T9H,"$80,000 to $90,000",870
T9H,"$90,000 to $100,000",820
T9H,"$100,000 to $150,000",2980
T9H,"$150,000 to $250,000",2750
T9H,"over $250,000",830
T9J,"Under $5,000",200
T9J,"$5,000  to $10,000",60
T9J,"$10,000 to $15,000",70
T9J,"$15,000 to $20,000",80
T9J,"$20,000 to $25,000",100
T9J,"$25,000 to $30,000",100
T9J,"$30,000 to $35,000",90
T9J,"$35,000 to $40,000",80
T9J,"$40,000 to $45,000",70
T9J,"$45,000 to $50,000",80
T9J,"$50,000 to $55,000",80
T9J,"$55,000 to $60,000",80
T9J,"$60,000 to $70,000",130
T9J,"$70,000 to $80,000",120
T9J,"$80,000 to $90,000",150
T9J,"$90,000 to $100,000",130
T9J,"$100,000 to $150,000",480
T9J,"$150,000 to $250,000",470
T9J,"over $250,000",110
T9K,"Under $5,000",2550
T9K,"$5,000  to $10,000",840
T9K,"$10,000 to $15,000",720
T9K,"$15,000 to $20,000",850
T9K,"$20,000 to $25,000",1190
T9K,"$25,000 to $30,000",920
T9K,"$30,000 to $35,000",840
T9K,"$35,000 to $40,000",770
T9K,"$40,000 to $45,000",730
T9K,"$45,000 to $50,000",790
T9K,"$50,000 to $55,000",810
T9K,"$55,000 to $60,000",680
T9K,"$60,000 to $70,000",1300
T9K,"$70,000 to $80,000",1260
T9K,"$80,000 to $90,000",1180
T9K,"$90,000 to $100,000",1180
T9K,"$100,000 to $150,000",4930
T9K,"$150,000 to $250,000",5720
T9K,"over $250,000",2040
T9M,"Under $5,000",1250
T9M,"$5,000  to $10,000",410
T9M,"$10,000 to $15,000",580
T9M,"$15,000 to $20,000",680
T9M,"$20,000 to $25,000",1040
T9M,"$25,000 to $30,000",660
T9M,"$30,000 to $35,000",700
T9M,"$35,000 to $40,000",650
T9M,"$40,000 to $45,000",540
T9M,"$45,000 to $50,000",580
T9M,"$50,000 to $55,000",510
T9M,"$55,000 to $60,000",450
T9M,"$60,000 to $70,000",800
T9M,"$70,000 to $80,000",830
T9M,"$80,000 to $90,000",960
T9M,"$90,000 to $100,000",880
T9M,"$100,000 to $150,000",1610
T9M,"$150,000 to $250,000",910
T9M,"over $250,000",210
T9N,"Under $5,000",630
T9N,"$5,000  to $10,000",290
T9N,"$10,000 to $15,000",390
T9N,"$15,000 to $20,000",480
T9N,"$20,000 to $25,000",820
T9N,"$25,000 to $30,000",510
T9N,"$30,000 to $35,000",450
T9N,"$35,000 to $40,000",460
T9N,"$40,000 to $45,000",390
T9N,"$45,000 to $50,000",410
T9N,"$50,000 to $55,000",320
T9N,"$55,000 to $60,000",340
T9N,"$60,000 to $70,000",550
T9N,"$70,000 to $80,000",470
T9N,"$80,000 to $90,000",420
T9N,"$90,000 to $100,000",390
T9N,"$100,000 to $150,000",960
T9N,"$150,000 to $250,000",530
T9N,"over $250,000",160
T9S,"Under $5,000",340
T9S,"$5,000  to $10,000",190
T9S,"$10,000 to $15,000",270
T9S,"$15,000 to $20,000",370
T9S,"$20,000 to $25,000",540
T9S,"$25,000 to $30,000",390
T9S,"$30,000 to $35,000",330
T9S,"$35,000 to $40,000",290
T9S,"$40,000 to $45,000",280
T9S,"$45,000 to $50,000",290
T9S,"$50,000 to $55,000",270
T9S,"$55,000 to $60,000",190
T9S,"$60,000 to $70,000",350
T9S,"$70,000 to $80,000",330
T9S,"$80,000 to $90,000",250
T9S,"$90,000 to $100,000",230
T9S,"$100,000 to $150,000",560
T9S,"$150,000 to $250,000",290
T9S,"over $250,000",60
T9V,"Under $5,000",990
T9V,"$5,000  to $10,000",530
T9V,"$10,000 to $15,000",660
T9V,"$15,000 to $20,000",770
T9V,"$20,000 to $25,000",1210
T9V,"$25,000 to $30,000",920
T9V,"$30,000 to $35,000",860
T9V,"$35,000 to $40,000",850
T9V,"$40,000 to $45,000",770
T9V,"$45,000 to $50,000",750
T9V,"$50,000 to $55,000",680
T9V,"$55,000 to $60,000",600
T9V,"$60,000 to $70,000",1110
T9V,"$70,000 to $80,000",920
T9V,"$80,000 to $90,000",830
T9V,"$90,000 to $100,000",770
T9V,"$100,000 to $150,000",1740
T9V,"$150,000 to $250,000",1020
T9V,"over $250,000",350
T9W,"Under $5,000",320
T9W,"$5,000  to $10,000",220
T9W,"$10,000 to $15,000",260
T9W,"$15,000 to $20,000",380
T9W,"$20,000 to $25,000",470
T9W,"$25,000 to $30,000",440
T9W,"$30,000 to $35,000",380
T9W,"$35,000 to $40,000",340
T9W,"$40,000 to $45,000",360
T9W,"$45,000 to $50,000",330
T9W,"$50,000 to $55,000",300
T9W,"$55,000 to $60,000",260
T9W,"$60,000 to $70,000",510
T9W,"$70,000 to $80,000",400
T9W,"$80,000 to $90,000",330
T9W,"$90,000 to $100,000",310
T9W,"$100,000 to $150,000",640
T9W,"$150,000 to $250,000",210
T9W,"over $250,000",90
T9X,"Under $5,000",280
T9X,"$5,000  to $10,000",150
T9X,"$10,000 to $15,000",190
T9X,"$15,000 to $20,000",250
T9X,"$20,000 to $25,000",390
T9X,"$25,000 to $30,000",330
T9X,"$30,000 to $35,000",280
T9X,"$35,000 to $40,000",280
T9X,"$40,000 to $45,000",230
T9X,"$45,000 to $50,000",250
T9X,"$50,000 to $55,000",210
T9X,"$55,000 to $60,000",200
T9X,"$60,000 to $70,000",330
T9X,"$70,000 to $80,000",320
T9X,"$80,000 to $90,000",240
T9X,"$90,000 to $100,000",210
T9X,"$100,000 to $150,000",440
T9X,"$150,000 to $250,000",160
T9X,"over $250,000",60
V0A,"Under $5,000",570
V0A,"$5,000  to $10,000",350
V0A,"$10,000 to $15,000",480
V0A,"$15,000 to $20,000",690
V0A,"$20,000 to $25,000",970
V0A,"$25,000 to $30,000",850
V0A,"$30,000 to $35,000",800
V0A,"$35,000 to $40,000",860
V0A,"$40,000 to $45,000",780
V0A,"$45,000 to $50,000",770
V0A,"$50,000 to $55,000",630
V0A,"$55,000 to $60,000",510
V0A,"$60,000 to $70,000",910
V0A,"$70,000 to $80,000",780
V0A,"$80,000 to $90,000",610
